报告ID,发布日期,观察窗,报告名称,作者,报告类型,资料角色,科技关联层级,主题标签,筛选依据,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-BRUEGEL-50E9D330BF,2023-01-23,W3,The hidden inequalities of digitalisation in the  post-pandemic context,Cristiano Codagnone；Maria Savona,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/hidden-inequalities-digitalisation-post-pandemic-context,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-50E9D330BF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-50E9D330BF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-50E9D330BF.md,3647,9acff3ab9e14da8ebe398052393c39902bb9ab740bb9547642b451d7d7c0f90d,0,3549,官方网页全文已保存,,2026-08-22
C-BRUEGEL-DA99B61B38,2023-03-09,W3,Artificial intelligence: how to get the most from the labour-productivity boost,Georgios Petropoulos,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/artificial-intelligence-how-get-most-labour-productivity-boost,https://www.bruegel.org/sites/default/files/2026-03/artificial-intelligence%3A-how-to-get-the-most-from-the-labour-productivity-boost-8816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-DA99B61B38.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-DA99B61B38.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-DA99B61B38.md,605762,886fd9d30ff148316d10ac98ba6cded5d6fd0a89c103c690ca22db9f83949b66,25,47528,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-8A4E6A09F8,2023-03-14,W3,A high-level view of the impact of AI on the workforce,J. Scott Marcus,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/high-level-view-impact-ai-workforce,https://www.bruegel.org/sites/default/files/2026-03/a-high-level-view-of-the-impact-of-ai-on-the-workforce--8835.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-8A4E6A09F8.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-8A4E6A09F8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-8A4E6A09F8.md,164024,be7221371dd5144582fb985ffd380bb62def2b3ea0ce694ec1ccf34a9b5f29ae,8,15358,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-FF9A4EB37E,2023-03-16,W3,Artificial intelligence adoption in the public sector: a case study,Laura Nurski,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/artificial-intelligence-adoption-public-sector-case-study,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-FF9A4EB37E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-FF9A4EB37E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-FF9A4EB37E.md,3799,41e692cad30028130bc6c7e0ac8e63e7103a63c4c9ad94263de574e95892f1e4,0,3706,官方网页全文已保存,,2026-08-22
C-BRUEGEL-0E69452490,2023-04-06,W3,China’s 2023 work report and what it means: an AI post-mortem,Alicia García-Herrero；Michal Krystyanczuk；Robin Schindowski,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/chinas-2023-work-report-and-what-it-means-ai-post-mortem,https://www.bruegel.org/sites/default/files/2026-03/china%E2%80%99s-2023-work-report-and-what-it-means%3A-an-ai-post-mortem-8942.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-0E69452490.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-0E69452490.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-0E69452490.md,509759,453a0d8e9cdf8ee6551f8ed8a846052a008476844472b08e7f03087234d8fdfc,12,21775,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-4F38CB199F,2023-05-17,W3,Cleantech manufacturing: where does Europe really stand?,Giovanni Sgaravatti；Simone Tagliapietra；Cecilia Trasi,analysis,作者/项目正式研究,核心科技直接材料,清洁技术、能源与绿色产业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/cleantech-manufacturing-where-does-europe-really-stand-0,https://www.bruegel.org/sites/default/files/2026-03/cleantech-manufacturing%3A-where-does-europe-really-stand%3F-9063.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4F38CB199F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4F38CB199F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-4F38CB199F.md,244687,4e7e1250970b2d1fdea4c01c55921c9f1bf2b52be4807acf1c05f5ce83545b5d,7,9393,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-E870E3ACD4,2023-06-18,W3,Resilience of Global Supply Chain: Facts and Implications,Alicia García-Herrero,report,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/resilience-global-supply-chain-facts-and-implications-0,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-E870E3ACD4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-E870E3ACD4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-E870E3ACD4.md,1027,5d1f1cffbc7f37e448b99681dd6f239adde40d7711dbf37435df41e14dd2de4e,0,965,官方网页全文已保存,,2026-08-22
C-BRUEGEL-D95DD06482,2023-06-27,W3,Resilience of Global Supply Chain: Facts and Implications,Alicia García-Herrero,report,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/resilience-global-supply-chain-facts-and-implications,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D95DD06482.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D95DD06482.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-D95DD06482.md,1218,5be8b3e28616477ddcaa6545e0a36629b3fd53b0f0f2aa8bc32e9846c86d04cd,0,1152,官方网页全文已保存,,2026-08-22
C-BRUEGEL-78C379A78D,2023-07-06,W3,What should be done about Google’s quasi-monopoly in search? Mandatory data sharing versus AI-driven technological competition,Bertin Martens,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/what-should-be-done-about-googles-quasi-monopoly-search-mandatory-data-sharing-versus,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-78C379A78D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-78C379A78D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-78C379A78D.md,4504,0f204b514140c7b2dd2b968e14c20b125dd94f8e3763cd7489d516b96c924b77,0,4395,官方网页全文已保存,,2026-08-22
C-BRUEGEL-20544B17C5,2023-07-17,W3,"Globalisation and automation as sources of labour-market competition, and support for European Union unemployment insurance",Brian Burgoon；Gregorio Buzzelli；Francesco Nicoli；Stefano Sacchi,working-paper,作者/项目正式研究,核心科技直接材料,机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/globalisation-and-automation-sources-labour-market-competition-and-support-european,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-20544B17C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-20544B17C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-20544B17C5.md,3069,87abb6da808eff2963f0697b15b123991586d0edd84c5ce61a5063d73c6ccc80,0,2970,官方网页全文已保存,,2026-08-22
C-BRUEGEL-D85EFFE081,2023-07-18,W3,Competition in generative artificial intelligence foundation models,Christophe Carugati,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/competition-generative-artificial-intelligence-foundation-models,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D85EFFE081.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D85EFFE081.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-D85EFFE081.md,3954,34586c7ef4d27cc576c408817f7e45740b4c6de7bed1ed05511b5aa7bcbca7da,0,3871,官方网页全文已保存,,2026-08-22
C-BRUEGEL-7CD27DA969,2023-07-19,W3,Adapting the European Union AI Act to deal with generative artificial intelligence,J. Scott Marcus,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/adapting-european-union-ai-act-deal-generative-artificial-intelligence,https://www.bruegel.org/sites/default/files/2026-03/adapting-the-european-union-ai-act-to-deal-with-generative-artificial-intelligence-9263.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-7CD27DA969.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-7CD27DA969.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-7CD27DA969.md,178745,3c4f25c026e9d811867585f6fe0e5157aade1c01d65351b064c16ed4c00a0eb3,9,14677,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-954E1D074E,2023-10-09,W3,The emergence of non-personal data markets,J. Scott Marcus；Olga Batura；Axel Wion；Sofia Noelle Gonzales；Ilsa Godlovitch；Lukas Wiewiorra；Peter Kroon；Serpil Tas；Nico Steffen,report,作者/项目正式研究,核心科技直接材料,欧洲科技产业与经济安全政策,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/emergence-non-personal-data-markets,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-954E1D074E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-954E1D074E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-954E1D074E.md,1516,735f90865dd7b5d59bc6d275c187765ceea8b06aeca4732cf08d294f26f5fdea,0,1438,官方网页全文已保存,,2026-08-22
C-BRUEGEL-C8D104B748,2023-10-26,W3,De-risking and decarbonising: a green tech partnership to reduce reliance on China,Alicia García-Herrero；Heather Grabbe；Axel Källenius,policy-brief,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业；供应链、技术管制与经济安全；中国科技能力与中欧竞争合作,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/de-risking-and-decarbonising-green-tech-partnership-reduce-reliance-china,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-C8D104B748.md,4724,fa708303e5796675dc9942b84ed6c49ad9c53e60e28ad343a04ade6c3b5e0be9,0,4607,官方网页全文已保存,,2026-08-22
C-BRUEGEL-2136D04955,2023-12-11,W3,The competitive relationship between cloud computing and generative AI,Christophe Carugati,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/competitive-relationship-between-cloud-computing-and-generative-ai,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-2136D04955.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-2136D04955.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-2136D04955.md,3659,27788d2286ee46f567d2bf5c1ea4f05c3ac225325889d228c7e92f26b8276469,0,3588,官方网页全文已保存,,2026-08-22
C-BRUEGEL-8828A0B23F,2023-12-14,W3,"The value of skill complementarity, especially in artificial intelligence",Fabian Stephany；Ole Teutloff,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/value-skill-complementarity-especially-artificial-intelligence,https://www.bruegel.org/sites/default/files/2026-03/the-value-of-skill-complementarity%2C-especially-in-artificial-intelligence-9603_2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-8828A0B23F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-8828A0B23F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-8828A0B23F.md,926855,1b529e0eb605b855bfa97d7b1ced76b9c3fdc49764e61dd10ad9dbdf4f6e23e9,8,9748,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-1B2A3A025B,2023-12-14,W3,Investments in the sustainability transition: leveraging green industrial policy against emerging constraints,Susanna Paleari；Stefan Ulrich Speck；Simone Tagliapietra；Roberto Zoboli,report,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/report/investments-sustainability-transition-leveraging-green-industrial-policy-against-emerging,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1B2A3A025B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1B2A3A025B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-1B2A3A025B.md,1981,4d6b1cbf98c69563c106769e5f8ffcf46fd06c9e817a813a73397cac8e41b7bd,0,1887,官方网页全文已保存,,2026-08-22
C-BRUEGEL-31AAFBE248,2023-12-14,W3,Skills or a degree? The rise of skills-based hiring for AI and green jobs,Fabian Stephany；Eugenia Gonzalez Ehlinger,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/skills-or-degree-rise-skills-based-hiring-ai-and-green-jobs,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-31AAFBE248.md,3601,2713a0c1ccdca91d9d812ebcbe532989af51531b4ac4a5d1f6a8ace8ae86558d,0,3522,官方网页全文已保存,,2026-08-22
C-BRUEGEL-1AE03F6DAA,2023-12-18,W3,Are new EU data market regulations coherent and efficient?,Bertin Martens,working-paper,作者/项目正式研究,核心科技直接材料,欧洲科技产业与经济安全政策,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/are-new-eu-data-market-regulations-coherent-and-efficient,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1AE03F6DAA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1AE03F6DAA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-1AE03F6DAA.md,3279,889ffd7f80ef0e7a9c8e782ea135ac5a283c6c8f68a374565acc27fe6e064f18,0,3188,官方网页全文已保存,,2026-08-22
C-BRUEGEL-F5EC2DFDB1,2024-01-11,W3,Europe’s under-the-radar industrial policy: intervention in electricity pricing,Ben McWilliams；Giovanni Sgaravatti；Simone Tagliapietra；Georg Zachmann,policy-brief,作者/项目正式研究,科技产业与经济安全基线,工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/europes-under-radar-industrial-policy-intervention-electricity-pricing,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-F5EC2DFDB1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-F5EC2DFDB1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-F5EC2DFDB1.md,47875,2004753312f9dd4e00ed0859830d7fe705d9b0d1284b27d8b0428a79e2469c93,0,47107,官方网页全文已保存,,2026-08-22
C-BRUEGEL-87E8A3E48A,2024-01-16,W3,Making industrial policy work: a case study on the European Battery Alliance Academy,Conor McCaffrey；Niclas Poitiers,working-paper,作者/项目正式研究,科技产业与经济安全基线,机器人、自动化与技术就业；清洁技术、能源与绿色产业；工业政策、产业能力与竞争力,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/making-industrial-policy-work-case-study-european-battery-alliance-academy,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-87E8A3E48A.md,3844,a64e510859f29bc59e95d48b1c667c3d84a0099acc8ef9a3cb8b3fccaa2478b9,0,3745,官方网页全文已保存,,2026-08-22
C-BRUEGEL-B698EF9036,2024-02-08,W3,Smarter European Union industrial policy for solar panels,Ben McWilliams；Simone Tagliapietra；Cecilia Trasi,policy-brief,作者/项目正式研究,科技产业与经济安全基线,清洁技术、能源与绿色产业；工业政策、产业能力与竞争力；供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/policy-brief/smarter-european-union-industrial-policy-solar-panels,https://www.bruegel.org/sites/default/files/2023-08/Bruegel%20Blueprint%2033%20080823%20web.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B698EF9036.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B698EF9036.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-B698EF9036.md,2530816,6b79407e0655754aaacf2e43861f5979b881bbaafd687e6c4170c04e6a44a183,277,553914,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-8EB64D3ABF,2024-02-29,W3,Knowledge spillovers and geopolitical challenges in global supply chains,Niclas Poitiers；Kamil Sekut,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/knowledge-spillovers-and-geopolitical-challenges-global-supply-chains,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-8EB64D3ABF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-8EB64D3ABF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-8EB64D3ABF.md,3784,589a08e931d39069a0a0a59374f6ed872c9aef3b55ed6cf4f52f0ff3a603f7d1,0,3669,官方网页全文已保存,,2026-08-22
C-BRUEGEL-BA75E65214,2024-03-04,W3,Global supply chains: lessons from a decade of disruption,Luca Léry Moffat；Niclas Poitiers,working-paper,作者/项目正式研究,科技产业与经济安全基线,供应链、技术管制与经济安全,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/global-supply-chains-lessons-decade-disruption,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BA75E65214.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BA75E65214.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-BA75E65214.md,3498,d6151bbc257de34a47c180fd1bbe8f83564c1a026c16e5e6ab53d12e060af330,0,3396,官方网页全文已保存,,2026-08-22
C-BRUEGEL-48A1B2076A,2024-03-07,W3,The European Union AI Act: premature or precocious regulation?,Bertin Martens,analysis,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；芯片、关键技术与科研创新,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/analysis/european-union-ai-act-premature-or-precocious-regulation,https://www.bruegel.org/sites/default/files/2026-03/the-european-union-ai-act%3A-premature-or-precocious-regulation%3F--9793.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-48A1B2076A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-48A1B2076A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-BRUEGEL-48A1B2076A.md,193146,c0b6e980e998ad66e4b0019d5b0135f033c188d54d40852aa5139aca370884c0,9,18185,官方PDF已保存并校验,,2026-08-22
C-BRUEGEL-5F1BED8F18,2024-03-07,W3,Exposure to generative artificial intelligence in the European labour market,Laura Nurski；Nina Ruer,working-paper,作者/项目正式研究,核心科技直接材料,人工智能、算力与数字技术；机器人、自动化与技术就业,Bruegel官方sitemap正式出版物；标题命中核心科技或科技产业与经济安全词族,https://www.bruegel.org/working-paper/exposure-generative-artificial-intelligence-european-labour-market,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-BRUEGEL-5F1BED8F18.md,3412,03a71b931f990f4a05924a4f959dea2de53039ed1b7daa569986141a699901da,0,3316,官方网页全文已保存,,2026-08-22
