报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,仓储记录ID,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NISTEP-RM276-F392199B,RM:276,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3211,4801,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM276-F392199B.md,4071043,84bc7fd08f27d0f71797b5e3d36d624aaead1cfb349fc3d79c81452767abce93,152,185518,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM277-F5D9F379,RM:277,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3210,4802,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM277-F5D9F379.md,1128533,8aa6815994da16db75f5208f1aacb69c229f5dbfb158f3e09bd40ec278f6b234,54,62174,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP161-ED8AE5D6,DP:161,2018-10-01,W1,研究費属性と大学の技術開発の関係について,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/3212,4236,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP161-ED8AE5D6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP161-ED8AE5D6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP161-ED8AE5D6.md,811251,7a51a4909d1ad14375bc7578cbad50eb5eda098cfe39b1eb1612d1fa75e4820e,40,75823,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP162-C0A021BF,DP:162,2018-10-01,W1,Microsoft academic graph の書誌情報データとしての評価,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/3215,4237,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP162-C0A021BF.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP162-C0A021BF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP162-C0A021BF.md,2642551,119831aa2bdcb04bea84cfc7f2fd4247867d030c77a4c7c9406aa6917f3042a9,36,38252,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR178-7C5F579F,NR:178,2018-10-01,W1,サイエンスマップ2016ー論文データベース分析（2011-2016年）による注目される研究領域の動向調査ー,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技前瞻、新兴议题与社会；中国科技能力与国际比较,http://hdl.handle.net/11035/3213,4505,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR178-7C5F579F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR178-7C5F579F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR178-7C5F579F.md,19253833,d13793642ad5b28be0aa95c6fa7e356e35aad3a5a51c87f583545e0481fa6d96,142,190386,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP163-5AE6855D,DP:163,2018-11-01,W1,オープンサイエンスの社会課題解決に対する貢献－マルチステークホルダー・ワークショップによる予測－,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3216,4238,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP163-5AE6855D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP163-5AE6855D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP163-5AE6855D.md,1136705,a50e27cf948abfc7df8b557620142dc2fdda9004ccd50ed0b6b3057bd9916bd2,44,61811,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM278-EF7236C0,RM:278,2018-11-01,W1,地域科学技術指標2018,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3217,4803,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM278-EF7236C0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM278-EF7236C0.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM278-EF7236C0.md,2008995,8206d2d1acd7bac2a41b968f3f33dd7afb3f244a5d924feb9afcef44864f561c,238,270066,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP164-A60CA9EE,DP:164,2018-12-01,W1,日本におけるビジネスグループの 構造とパフォーマンス,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3218,5067,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP164-A60CA9EE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP164-A60CA9EE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP164-A60CA9EE.md,4074779,54196930b30fdf80750c4e36045ddc4ec19733c593f2962ce17e0659a92c15d6,42,49965,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP165-64E7601E,DP:165,2018-12-01,W1,地域イノベーションシステムに関する意識調査（2016）の要因分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/3220,5068,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP165-64E7601E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP165-64E7601E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP165-64E7601E.md,15571274,2d89ced8c677163da92a0a23369692a852ed2540b7e006ff2c52a614666aa6f3,38,43984,官方PDF已保存并校验,,2026-08-22
C-NISTEP-PS016-2B592A13,PS:016,2018-12-01,W1,兆しを捉えるための新手法～NISTEP のホライズン・スキャニング“KIDSASHI”～,日文,政策研究,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3221,5071,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-PS016-2B592A13.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-PS016-2B592A13.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-PS016-2B592A13.md,13221172,79f2060ad63dc9f162621027106998379871820dacee2cc7d5239633e01b7789,238,211815,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM279-E08A1EDA,RM:279,2018-12-01,W1,科学技術に関する国民意識調査－2016年3月～2018年10月 科学技術の関心と信頼と自然災害－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3222,5072,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM279-E08A1EDA.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM279-E08A1EDA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM279-E08A1EDA.md,4916137,5807012fb23693e74a3f16a0101a483b59ddc313b59dfd055104232dedb1db10,114,68278,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP166-C23E82B6,DP:166,2019-01-01,W2,科学技術と社会に関する世論調査（平成29年9月調査）のミクロデータ分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/3223,5069,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP166-C23E82B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP166-C23E82B6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP166-C23E82B6.md,1623519,b8f8c05efd9326bf9ef1ae8a22fd16d3b0e19dc3facfe12125e039ad1f2bd725,74,65709,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP167-EFD68BBD,DP:167,2019-02-01,W2,若手理工農分野博士課程修了者の就業等状況の分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3225,5070,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP167-EFD68BBD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP167-EFD68BBD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP167-EFD68BBD.md,777381,d35d7d682b38bdf6a9abbad62081b356243d2fa17b61e492cb73bc4900ff65f8,40,35424,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM280-EA8A7444,RM:280,2019-02-01,W2,脳科学の推進に向けた革新的計測技術の開発とAI等による解析の方向性―専門家ワークショップ検討結果―,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/3224,5073,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM280-EA8A7444.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM280-EA8A7444.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM280-EA8A7444.md,12800910,7da00e8b2f25611d009a47549cbb49ff79d36d09b97d8dca72aed7a2e16abe96,150,194042,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP168-C0C3FB07,DP:168,2019-03-01,W2,ドイツの高等教育機関における教員:日本はドイツに学べるか,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006508,6556,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP168-C0C3FB07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP168-C0C3FB07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP168-C0C3FB07.md,1746321,e6c6f6269548a218b0722ae5035f25f555e0ac53158662b5b741e65d72c35fcf,80,105575,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP171-271E2805,DP:171,2019-03-01,W2,特許データと意匠データのリンケージ：創作者レベルで見る企業における工業デザイン活動に関する分析,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006594,6643,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP171-271E2805.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP171-271E2805.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP171-271E2805.md,974647,b1835fe482956afc41439c7339a41c4fb272cf50b0b50cdee53fa2a17a702999,22,21098,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP170-C595D959,DP:170,2019-04-01,W2,日本とドイツの中小企業における国際化とイノベーション：統合的な国際化戦略の重要性,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006593,6642,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP170-C595D959.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP170-C595D959.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP170-C595D959.md,315299,9fe8be379b8649aec76961573777e9c64b1d9f71f67ff102146e7257cf4d0a9b,1,1412,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR179-C1DBAB45,NR:179,2019-04-01,W2,科学技術の状況に係る総合的意識調査（NISTEP定点調査2018）報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006589,6637,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR179-C1DBAB45.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR179-C1DBAB45.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR179-C1DBAB45.md,15651090,2cae29ae377dcf506c2f3fd9635eec1359a15c0feb3464ee1a18cbe2c5650656,206,322537,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR180-B1621617,NR:180,2019-04-01,W2,科学技術の状況に係る総合的意識調査（NISTEP定点調査2018）データ集,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006590,6638,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR180-B1621617.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR180-B1621617.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR180-B1621617.md,8020339,335c65e909ab8d96e50fd9a7e067811caca41feb6b84cc0e454b6e53fbce895f,602,1458508,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP169-C2AFF46D,DP:169,2019-05-01,W2,研究ポートフォリオ・マネジメントに関する分析フレームワーク（ARPM 分析）の提案と試行的分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；中国科技能力与国际比较,http://hdl.handle.net/11035/00006592,6641,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP169-C2AFF46D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP169-C2AFF46D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP169-C2AFF46D.md,1916374,05840b4ad843f0b9c550ec822b29a541dd99cccb0902c21edff6b62ca9544d78,202,248587,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR181-9D23721A,NR:181,2019-05-01,W2,民間企業の研究活動に関する調査報告2018,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006597,6646,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR181-9D23721A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR181-9D23721A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR181-9D23721A.md,5042336,e6b941019aa0842227b7bdc3644be10bbccbc7172513272fe65da82af5a9c2c8,176,273930,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM281-0793324A,RM:281,2019-05-01,W2,博士人材データベース（JGRAD）を用いたキャリアパス等に関する意識調査－JGRADアンケート2018結果報告－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006595,6644,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM281-0793324A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM281-0793324A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM281-0793324A.md,2718576,cfed5a86e8133d72460d77a5a0cec05ae875e7ff8f1860fad4bc90c88cefbda4,85,74491,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM282-56001894,RM:282,2019-06-01,W2,科学技術に関する国民意識調査－Society5.0－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006598,6647,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM282-56001894.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM282-56001894.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM282-56001894.md,20617813,1abb0fb05ebe4bc508410e9fcf08887913e27fb8dd1e513b78b6d3152a364d09,160,84570,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP172-9005E6BF,DP:172,2019-07-01,W2,第11回科学技術予測調査［3-1］未来につなぐクローズアップ科学技術領域－AI関連技術とエキスパートジャッチの組み合わせによる抽出の試み－,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006599,6648,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP172-9005E6BF.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP172-9005E6BF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP172-9005E6BF.md,8008467,334ad7e879d641d0b3e9e63a526734ae84e9412aae7903309376a27e71ef3c4b,80,95225,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR182-9742B129,NR:182,2019-08-01,W2,全国イノベーション調査2018年調査統計報告,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006601,6651,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR182-9742B129.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR182-9742B129.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR182-9742B129.md,5900350,4f80f7e29f29737e99bbeae2c7dbbccc1ff6c8b548f065099d48bd6e2d14b1f9,232,339929,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM283-5DEA9D15,RM:283,2019-08-01,W2,科学技術指標2019,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理；中国科技能力与国际比较,http://hdl.handle.net/11035/00006602,6652,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM283-5DEA9D15.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM283-5DEA9D15.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM283-5DEA9D15.md,655323,3aa7f89c866c5f4cef8596278ec6103a771c9216a1fa5660a58cf213d540777f,0,257938,官方HTML版报告已保存,,2026-08-22
