报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-BRI-2019-634412,C-EU-STOA-EPRS-BRI-2019-634412,2019-03-07,Technology and social polarisation,Briefing,EPRS_BRI(2019)634412,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2019)634412,"With the Cambridge Analytica scandal, it became clear how technologies such as social media and techniques such as psychological profiling can be combined in election campaigns with worrying effects. Personalised political messaging is highly automated. It starts and ends with social media, which provides both the data for categorising users and the medium for targeting them with personalised messages. Messages might be designed to favour a particular candidate or to encourage widespread discord ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-624279,C-EU-STOA-EPRS-STU-2019-624279,2019-03-13,Regulating disinformation with artificial intelligence,Study,EPRS_STU(2019)624279,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)624279,"In this study, we examine the consequences of the increasingly prevalent use of artificial intelligence (AI) disinformation initiatives upon freedom of expression, pluralism and the functioning of a democratic polity. The study examines the trade-offs in using automated technology to limit the spread of disinformation online. It presents (self-regulatory to legislative) options to regulate automated content recognition (ACR) technologies in this context. Special attention is paid to the opportunities ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634415,C-EU-STOA-EPRS-ATA-2019-634415,2019-03-13,What if your emotions were tracked to spy on you?,At a Glance,EPRS_ATA(2019)634415,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634415,"Recent reports of celebrity singer, Taylor Swift, deploying facial recognition technology to spot stalkers at her concerts raised many eyebrows. What started out as a tool to unlock your smartphone or tag photos for you on social media is surreptitiously becoming a means of monitoring people in their daily lives without their consent. What impact and implications are facial recognition technology applications likely to have, and what can be done to ensure the fair engagement of this technology with ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2019-634427,C-EU-STOA-EPRS-BRI-2019-634427,2019-03-14,Artificial Intelligence ante portas: Legal & ethical reflections,Briefing,EPRS_BRI(2019)634427,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2019)634427,"This briefing provides accessible introductions to some of the major legal, regulatory and ethical debates surrounding the deployment and use of AI systems. It focuses on the challenges that the sui generis features of AI may pose on the current legal framework and argues that as AI systems become more autonomous, a doctrinal paradigm swift may be needed. Given the foreseeable pervasiveness of AI, the briefing poses the question about how this new technology should be defined and classified in legal ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2019-634420,C-EU-STOA-EPRS-BRI-2019-634420,2019-03-14,How artificial intelligence works,Briefing,EPRS_BRI(2019)634420,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2019)634420,"This briefing provides accessible introductions to some of the key techniques that come under the AI banner, grouped into three sections to give a sense the chronology of its development. The first describes early techniques, described as ‘symbolic AI’ while the second focusses on the ‘data driven’ approaches that currently dominate and the third looks towards possible future developments. By explaining what is ‘deep’ about deep learning and showing that AI is more maths than magic, the briefing ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2019-634421,C-EU-STOA-EPRS-BRI-2019-634421,2019-03-14,Why artificial intelligence matters,Briefing,EPRS_BRI(2019)634421,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2019)634421,"This briefing explains why AI matters by reviewing some of the key opportunities and challenges it presents, but it does so with reference to the functionality and readiness of the technology. The first section focuses on the opportunities and challenges presented by today’s AI while the second explores longer-term speculative opportunities and challenges that are contingent upon future developments that may never happen.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-624278,C-EU-STOA-EPRS-STU-2019-624278,2019-03-15,Automated tackling of disinformation-Major challenges ahead,Study,EPRS_STU(2019)624278,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)624278,"This study maps and analyses current and future threats from online misinformation, alongside currently adopted socio-technical and legal approaches. The challenges of evaluating their effectiveness and practical adoption are also discussed. Drawing on and complementing existing literature, the study summarises and analyses the findings of relevant journalist and scientific studies and policy reports in relation to detecting, containing and countering online disinformation and propaganda campaigns ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634428,C-EU-STOA-EPRS-ATA-2019-634428,2019-03-22,What if a simple DNA test could predict your future?,At a Glance,EPRS_ATA(2019)634428,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634428,"What if new-born babies were given a DNA report card that predicted their intelligence, their odds of getting a PhD, their chances of becoming a chain smoker or suffering depression, a heart attack or cancer? Thanks to ongoing genetic studies, a large amount of genetic data is available today involving millions of people. The wealth of information available to researchers allows them to create a polygenic risk score based on the DNA test of a person. This can be used to predict a person's chances ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-634419,C-EU-STOA-EPRS-STU-2019-634419,2019-04-03,New technologies for Eastern Mediterranean offshore gas exploration,Study,EPRS_STU(2019)634419,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634419,"The study examines the evolution of technologies in the offshore exploration and production of hydrocarbons in the Eastern Mediterranean, and their future environmental impact for the region. It finds that new technologies move this stage of natural gas development into increasing digitalisation, better designs for safety equipment, and increased automation. It then proceeds to propose a number of policy measures on collaboration, data sharing, environmental bassline surveys, open digital platforms ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-624262,C-EU-STOA-EPRS-STU-2019-624262,2019-04-04,A governance framework for algorithmic accountability and transparency,Study,EPRS_STU(2019)624262,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)624262,"Transparency and accountability are both tools to promote fair algorithmic decisions by providing the foundations for obtaining recourse to meaningful explanation, correction, or ways to ascertain faults that could bring about compensatory processes. The study develops policy options for the governance of algorithmic transparency and accountability, based on an analysis of the social, technical and regulatory challenges posed by algorithmic systems. Based on an extensive review and analysis of existing ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634438,C-EU-STOA-EPRS-ATA-2019-634438,2019-04-12,What if we could fight drug addiction with digital technology?,At a Glance,EPRS_ATA(2019)634438,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634438,"What if digital technology could assist drug addiction recovery by online counselling, monitoring behaviour, and real-time interventions in patients’ everyday lives? Assistance at a distance: how could clinicians, health personnel, friends and family support a patient suffering from drug addiction via digital technology?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2019-634441,C-EU-STOA-EPRS-BRI-2019-634441,2019-05-03,"Technology and the arts: Past, present and future synergies",Briefing,EPRS_BRI(2019)634441,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2019)634441,"From the first canvas paintings to the production of musical instruments and contemporary cinema, art as we know it would be simply impossible without resource to humanity’s historical cache of technology development. The reverse of this relationship is also important, with the arts creating driving innovation and generating substantial demand for technology products. In the course of their work, artists often develop new techniques and push the boundaries of the imagination in ways that can provoke ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2019-634439,C-EU-STOA-EPRS-IDA-2019-634439,2019-05-03,The historical relationship between artistic activities and technology development,In-Depth Analysis,EPRS_IDA(2019)634439,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2019)634439,"Understanding the past of art and technology can help us to navigate the present and future. Technology and art have always been linked, and are now more intertwined than ever before. Technology and humanity create and shape each other in profound ways. People are not distinct from the technologies they are surrounded by and use – they are also defined and shaped by them. The present study contributes to our understanding of the cyclic nature of the intertwining of technology and art, focussing on ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-634440,C-EU-STOA-EPRS-STU-2019-634440,2019-05-03,The relationship between artistic activities and digital technology development,Study,EPRS_STU(2019)634440,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634440,"This report examines how digital technology change is affecting artistic activity and how artistic activity is affecting digital technology. Artistic activity is broadly defined to include design, film, computer games, architecture, music and fashion as well as art. The focus is on digital technology’s role in creative activity. The study examines global trends with a particular focus on the European Union (EU). It describes likely future trends and sets out policy options to encourage activity at ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-634411,C-EU-STOA-EPRS-STU-2019-634411,2019-05-07,Technological innovation for humanitarian aid and assistance,Study,EPRS_STU(2019)634411,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634411,"Technological innovation in humanitarian assistance can play a role in addressing the challenges in the humanitarian sector, including preventing and reducing human suffering during crises. The field of humanitarian technological innovation is fast moving, dynamic and emergent in nature. The objective of this study is to analyse the impact of these innovations as transformative tools for both people in need as well as humanitarian relief providers. The report provides an overview of the current state-of-play ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634442,C-EU-STOA-EPRS-ATA-2019-634442,2019-06-26,What if policy anticipated advances in science and technology?,At a Glance,EPRS_ATA(2019)634442,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634442,"What if blockchain revolutionised voting? What if your emotions were tracked to spy on you? And what if we genetically engineered an entire species? Science and policy are intricately connected. Via monthly 'What if' publications, the Scientific Foresight Unit (STOA; part of the European Parliamentary Research Service) draws Members of the European Parliament's attention to new scientific and technological developments relevant for policy-making. The unit also provides administrative support to the ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634446,C-EU-STOA-EPRS-ATA-2019-634446,2019-07-12,What if we didn't need cows for our beef?,At a Glance,EPRS_ATA(2019)634446,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634446,"With the help of cells from a single cow, scientists can produce 175 million hamburgers. What if we didn’t need cows for our beef? Technologies for producing cultured meat and dairy products will help feeding the world in a sustainable way. What if we could produce meat without farming? New technology within reach to produce meat with a very low eco-footprint",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-634445,C-EU-STOA-EPRS-STU-2019-634445,2019-07-24,Blockchain and the General Data Protection Regulation,Study,EPRS_STU(2019)634445,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634445,"In recent times, there has been much discussion in policy circles, academia and the private sector regarding the tension between blockchains and the European Union’s General Data Protection Regulation (‘GDPR’). Whereas, the GDPR is based on an underlying assumption that in relation to each personal data point there is at least one the data controller, blockchains make the allocation of responsibility and accountability burdensome. Further, although the GDPR is based on the assumption that data can ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2019-634447,C-EU-STOA-EPRS-STU-2019-634447,2019-07-24,How the General Data Protection Regulation changes the rules for scientific research,Study,EPRS_STU(2019)634447,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634447,"The implementation of the General Data Protection Regulation (GDPR) raises a series of challenges for scientific research, especially regarding research that is dependent on data. This study investigates the promises and challenges associated with the implementation of the GDPR in the scientific domain and examines the adequacy of the GDPR exceptions for scientific research in terms of safeguarding scientific freedom and technological progress.",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2019-634444,C-EU-STOA-EPRS-STU-2019-634444,2019-07-24,Internationalisation of EU research organisations,Study,EPRS_STU(2019)634444,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2019)634444,International research collaboration is the core of contemporary higher education and science systems. The percentage of internationally co-authored publications globally and across Europe has been on the rise. The aim of the study is to analyse the changing nature of academic knowledge production in EU28 Member States towards its increasing internationalization. A number of policy options concerning the improvement of international research collaboration in the European Union are suggested.,轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634443,C-EU-STOA-EPRS-ATA-2019-634443,2019-09-13,What if Libra disrupted the financial system?,At a Glance,EPRS_ATA(2019)634443,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634443,"Facebook’s envisaged cryptocurrency project Libra may enable a way of more connected, digital banking. However, it also triggered a debate around the added value of cryptocurrencies. What would change for banks, businesses and consumers with the new digital currency?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634449,C-EU-STOA-EPRS-ATA-2019-634449,2019-10-08,What if technologies replaced humans in elderly care?,At a Glance,EPRS_ATA(2019)634449,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634449,"Europeans are ageing. In 2016, there were 3.3 people of working-age for each citizen over 65 years. By 2070, this will fall to only two. As the population lives longer, our care needs grow, but fewer people will be available to deliver them. Could assistive technologies (ATs) help us to meet the challenges of elderly care?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-634453,C-EU-STOA-EPRS-ATA-2019-634453,2019-11-22,What if hydrogen could help decarbonise transport?,At a Glance,EPRS_ATA(2019)634453,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)634453,Cheap hydrogen produced with excess electricity from fluctuating renewable energy sources such as wind could help fuel-cell technology to break into the mainstream. This could at the same time further boost the competitiveness of wind and solar energy production,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2019-641510,C-EU-STOA-EPRS-ATA-2019-641510,2019-12-16,What if we lived up to 150 years?,At a Glance,EPRS_ATA(2019)641510,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2019)641510,"Would you structure your life differently if the average life expectancy was 150 years? How would society reframe its conception of education and work, and the value placed on older generations? How can we ensure a coinciding increase in healthy life years? This latest foresight publication explores impacts and policy considerations in a dramatically aged population.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641523,C-EU-STOA-EPRS-ATA-2020-641523,2020-02-05,What if internet by satellite were to lead to congestion in orbit?,At a Glance,EPRS_ATA(2020)641523,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641523,American Starlink project aims to bring high speed internet access across the globe by 2021. It’s certainly a mission in the sky! But how will Elon Musk’s plans to deploy this mega constellation of satellites impact on European citizens?,轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641529,C-EU-STOA-EPRS-ATA-2020-641529,2020-02-11,What if crop protection were environment-friendly?,At a Glance,EPRS_ATA(2020)641529,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641529,"Pesticides are indispensable in modern agriculture, but the EU wants crop protection to be responsible and eco-friendly. What options are there to reduce the use of synthetic pesticides?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641537,C-EU-STOA-EPRS-ATA-2020-641537,2020-03-02,What if artificial intelligence made work obsolete?,At a Glance,EPRS_ATA(2020)641537,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641537,"The world of work is regularly disrupted by technology development. From mass production to word processing, innovations have regularly transformed our working lives and, with them, the broader economic system. Artificial intelligence (AI) is the latest in a long line of such technologies. What would happen if AI worked just as well as (or perhaps better than) humans, without taking holidays, getting sick, joining unions or drawing salaries?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-641511,C-EU-STOA-EPRS-STU-2020-641511,2020-03-06,Treatment optimisation in drug development,Study,EPRS_STU(2020)641511,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641511,"The current drug development paradigm is too drug-centred and does not sufficiently take into account the patients that will receive the new therapy. This has led to the emergence of a research gap between the pre-approval development of medicines and their post-approval use in real-world conditions. In this study, semi-structured interviews were performed with experts in drug development process. It offer an overview concerning the concept of treatment optimisation and potential policy options.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641538,C-EU-STOA-EPRS-ATA-2020-641538,2020-03-10,What if we could fight coronavirus with artificial intelligence?,At a Glance,EPRS_ATA(2020)641538,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641538,"Αs coronavirus spreads, raising fears of a worldwide pandemic, international organisations and scientists are using artificial intelligence to track the epidemic in real-time, effectively predict where the virus might appear next and develop effective responses. Its multifaceted applications in the frame of this public health emergency raise questions about the legal and ethical soundness of its implementation.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-634452,C-EU-STOA-EPRS-STU-2020-634452,2020-03-11,The ethics of artificial intelligence: Issues and initiatives,Study,EPRS_STU(2020)634452,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)634452,"This study deals with the ethical implications and moral questions that arise from the development and implementation of artificial intelligence (AI) technologies. It also reviews the guidelines and frameworks that countries and regions around the world have created to address these. It presents a comparison between the current main frameworks and the main ethical issues, and highlights gaps around mechanisms of fair benefit sharing; assigning of responsibility; exploitation of workers; energy demands ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641541,C-EU-STOA-EPRS-ATA-2020-641541,2020-03-24,What if smartphones could help contain COVID-19?,At a Glance,EPRS_ATA(2020)641541,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641541,"In recent years, smartphones have increasingly attracted attention as a key tools in emergency and disaster situations. Almost all smartphones are nowadays equipped with GPS sensors that can track the location of their owners. Comparing the location history of infected individuals with the location history of all other Smartphone users (tested positive or not yet tested) could help health authorities gain much better understanding of where the transmission might have occurred, and who else should ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-641528,C-EU-STOA-EPRS-STU-2020-641528,2020-03-31,Rethinking education in the digital age,Study,EPRS_STU(2020)641528,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641528,"Traditional roles, content and methods of education are being challenged – today’s education needs to prepare students for changing tasks and roles both in the labour market and as European citizens. Rethinking education in the digital age should become a central matter for today’s policy-makers and matters for safeguarding European values such as equality, democracy and the rule of law. The current study presents policy options on the basis of a thorough analysis of current strengths and weaknesses ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2020-641543,C-EU-STOA-EPRS-IDA-2020-641543,2020-04-22,Ten technologies to fight coronavirus,In-Depth Analysis,EPRS_IDA(2020)641543,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2020)641543,"From synthetic biology to artificial intelligence and from blockchain technologies to nanotechnology, a wide range of technological applications are being deployed to combat COVID-19. Are they safe and effective? Have they been tested before in a public health emergency context? Does their use involve risks and threaten our values and rights? This well-timed STOA publication of ten central technological trajectories employed in the fight against this pandemic disease offers us a much-needed analysis ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641545,C-EU-STOA-EPRS-ATA-2020-641545,2020-04-23,What if we could fight antibiotic resistance with probiotics?,At a Glance,EPRS_ATA(2020)641545,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641545,"Recent research suggests that the future combat against antimicrobial resistance (AMR) may involve probiotic-based approaches. Their use in our microbial ecosystems, including humans, animals and the healthcare environment, may provide a novel approach which deserves exploration.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2020-641540,C-EU-STOA-EPRS-IDA-2020-641540,2020-05-13,Potentially negative effects of internet use,In-Depth Analysis,EPRS_IDA(2020)641540,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2020)641540,"It is increasingly recognised that the internet, in spite of all its benefits to society, can also be correlated with significant harms to individuals and society. Some of these harms have been studied extensively, particularly harms to privacy, harms associated with security and cybercrime, and harms resulting from digital divides. This report covers less studied but equally important harms: harms associated with internet use that concern the health, well-being a functioning of individuals, and ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-641544,C-EU-STOA-EPRS-STU-2020-641544,2020-05-29,Blockchain for supply chains and international trade,Study,EPRS_STU(2020)641544,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641544,"This study provides an analysis of blockchain technology in the context of international trade. It analyses the potential impacts of blockchain development and applications in eight use cases for supply chains and international trade. It also provides an analysis of the current legislative framework and existing initiatives. Based on this analysis, and following a broad consultation of relevant organisations, the study identifies several challenges in international trade documentation and processes ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641546,C-EU-STOA-EPRS-ATA-2020-641546,2020-06-10,What if AI could advance the science surrounding dementia?,At a Glance,EPRS_ATA(2020)641546,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641546,"Artificial intelligence could help in the fight against dementia, a rapidly growing public health problem! Which AI applications in dementia diagnosis and treatment are already under way, and what are future directions and implications? What if, in the future, we could have access to human brains like Google maps? What if we could backup our minds and restore it when needed, such as in the case of getting dementia?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-IDA-2020-641542,C-EU-STOA-EPRS-IDA-2020-641542,2020-06-17,Exploring the performance gap in EU Framework Programmes between EU13 and EU15 Member States,In-Depth Analysis,EPRS_IDA(2020)641542,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2020)641542,The European Union (EU)'s Research and Innovation Framework Programmes are the largest programmes for international research collaboration worldwide. Repeated reports point to the issue of underperformance in the Framework Programmes by the EU13 Member States - countries that joined the EU in and after 2004 - in comparison with the EU15 Member States - which entered the EU before 2004. This in-depth analysis explores the background of various challenges in research and development of EU13 vs EU15 ...,轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-STU-2020-641507,C-EU-STOA-EPRS-STU-2020-641507,2020-06-24,Artificial intelligence: From ethics to policy,Study,EPRS_STU(2020)641507,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641507,"There is little doubt that artificial intelligence (AI) and machine learning (ML) will revolutionise public services. However, the power for positive change that AI provides simultaneously has a potential for negative impacts on society. AI ethics work to uncover the variety of ethical issues resulting from the design, development, and deployment of AI. The question at the centre of all current work in AI ethics is: 'How can we move from AI ethics to specific policy and legislation for governing ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-641530,C-EU-STOA-EPRS-STU-2020-641530,2020-06-25,The impact of the General Data Protection Regulation (GDPR) on artificial intelligence,Study,EPRS_STU(2020)641530,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641530,"This study addresses the relation between the EU General Data Protection Regulation (GDPR) and artificial intelligence (AI). It considers challenges and opportunities for individuals and society, and the ways in which risks can be countered and opportunities enabled through law and technology. The study discusses the tensions and proximities between AI and data protection principles, such as in particular purpose limitation and data minimisation. It makes a thorough analysis of automated decision-making ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-641547,C-EU-STOA-EPRS-STU-2020-641547,2020-06-28,"Artificial intelligence: How does it work, why does it matter, and what can we do about it?",Study,EPRS_STU(2020)641547,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)641547,"Artificial intelligence (AI) is probably the defining technology of the last decade, and perhaps also the next. The aim of this report is to support meaningful reflection and productive debate about AI by providing accessible information about the full range of current and speculative techniques and their associated impacts, and setting out a wide range of regulatory, technological and societal measures that could be mobilised in response.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641551,C-EU-STOA-EPRS-ATA-2020-641551,2020-07-03,What if insects were on the menu in Europe?,At a Glance,EPRS_ATA(2020)641551,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641551,"Insects, while commonly consumed elsewhere in the world, have long been off the menu in Europe – but they could soon be creeping their way onto our plates. Entomophagy, the practice of eating insects, is now gaining serious interest – is it set to take Europe by swarm?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-656300,C-EU-STOA-EPRS-STU-2020-656300,2020-09-04,Disinformation and Science: A survey of the gullibility of students with regard to false scientific news,Study,EPRS_STU(2020)656300,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)656300,"The main aim of this report is to present and discuss the results of a survey concerning perspectives on fake news among undergraduate university students in central Europe and northern Italy. The survey was carried out in spring 2020, during the coronavirus pandemic. An online questionnaire was used. The report is therefore the product of what could be achieved under highly unusual circumstances and should serve as a pointer for further studies. Misinformation is always troubling, especially in ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656296,C-EU-STOA-EPRS-ATA-2020-656296,2020-09-10,What if fashion were good for the planet?,At a Glance,EPRS_ATA(2020)656296,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656296,"Fashion is the second most polluting industry in the world, coming just after oil. Clothing manufacture and consumption have a huge negative impact on both the environment and people. Sustainability is not only about the environment, but is also an economic and social indicator, and the clothing industry is a good example illustrating their interconnections. Are technological innovations alone enough to 'tailor' a green and fair future for fashion?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-641556,C-EU-STOA-EPRS-ATA-2020-641556,2020-09-18,What if 'rewilding' could help reverse biodiversity loss in Europe?,At a Glance,EPRS_ATA(2020)641556,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)641556,"Biodiversity is in crisis across the globe: species extinctions and a loss of nature occurring at rates unprecedented in human history, and with the EU no exception, our biodiversity and the essential value it brings are under threat. Could 'rewilding' help restore Europe's nature?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
