主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP158-2C96BBEE,2018-06-01,W1,博士号保持者と企業のイノベーション：全国イノベーション調査を用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP158-2C96BBEE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP158-2C96BBEE.txt,http://hdl.handle.net/11035/3204,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP158-2C96BBEE,2018-06-01,W1,博士号保持者と企業のイノベーション：全国イノベーション調査を用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP158-2C96BBEE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP158-2C96BBEE.txt,http://hdl.handle.net/11035/3204,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP158-2C96BBEE,2018-06-01,W1,博士号保持者と企業のイノベーション：全国イノベーション調査を用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP158-2C96BBEE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP158-2C96BBEE.txt,http://hdl.handle.net/11035/3204,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
开放科学、研究诚信与治理,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
中国科技能力与国际比较,科技创新政策与能力基线,C-NISTEP-DP159-1A771FA1,2018-06-01,W1,地方ブロック圏域における地域イノベーションの成果と課題,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP159-1A771FA1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP159-1A771FA1.txt,http://hdl.handle.net/11035/3206,官方PDF已保存并校验
人工智能、数据与数字技术,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
关键技术、专利与产业竞争力,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
科技指标、论文与国际比较,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
科研体系、资助与研究基础,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
科技人才、博士与职业流动,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
企业研发、创新与产学合作,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
科技前瞻、新兴议题与社会,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
开放科学、研究诚信与治理,核心科技直接材料,C-NISTEP-DP160-06A13D36,2018-07-01,W1,AIにおけるサイエンスとイノベーションの共起化：米国における論文・特許データベースを用いた分析,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP160-06A13D36.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP160-06A13D36.txt,http://hdl.handle.net/11035/3205,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
开放科学、研究诚信与治理,科技创新政策与能力基线,C-NISTEP-RM274-F928E14F,2018-08-01,W1,科学技術指標2018,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM274-F928E14F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM274-F928E14F.txt,http://hdl.handle.net/11035/3208,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
科技前瞻、新兴议题与社会,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
开放科学、研究诚信与治理,科技创新政策与能力基线,C-NISTEP-RM275-06E4AAE0,2018-09-01,W1,第8 回予測国際会議「未来の戦略構築に貢献するための予測」開催報告,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM275-06E4AAE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM275-06E4AAE0.txt,http://hdl.handle.net/11035/3209,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-RM276-F392199B,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,http://hdl.handle.net/11035/3211,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-RM276-F392199B,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,http://hdl.handle.net/11035/3211,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-RM276-F392199B,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,http://hdl.handle.net/11035/3211,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-RM276-F392199B,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,http://hdl.handle.net/11035/3211,官方PDF已保存并校验
科技前瞻、新兴议题与社会,科技创新政策与能力基线,C-NISTEP-RM276-F392199B,2018-09-01,W1,第11 回科学技術予測調査 2040 年に目指す社会の検討（ワークショップ報告）,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM276-F392199B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM276-F392199B.txt,http://hdl.handle.net/11035/3211,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
科技人才、博士与职业流动,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
企业研发、创新与产学合作,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
开放科学、研究诚信与治理,科技创新政策与能力基线,C-NISTEP-RM277-F5D9F379,2018-09-01,W1,国民総市場新規プロダクト・イノベーション売上高：新プロダクトの市場への導入の経済効果に関する新たな指標の提案と試行的推計,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM277-F5D9F379.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM277-F5D9F379.txt,http://hdl.handle.net/11035/3210,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-NISTEP-DP161-ED8AE5D6,2018-10-01,W1,研究費属性と大学の技術開発の関係について,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP161-ED8AE5D6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP161-ED8AE5D6.txt,http://hdl.handle.net/11035/3212,官方PDF已保存并校验
关键技术、专利与产业竞争力,科技创新政策与能力基线,C-NISTEP-DP161-ED8AE5D6,2018-10-01,W1,研究費属性と大学の技術開発の関係について,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP161-ED8AE5D6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP161-ED8AE5D6.txt,http://hdl.handle.net/11035/3212,官方PDF已保存并校验
科技指标、论文与国际比较,科技创新政策与能力基线,C-NISTEP-DP161-ED8AE5D6,2018-10-01,W1,研究費属性と大学の技術開発の関係について,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP161-ED8AE5D6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP161-ED8AE5D6.txt,http://hdl.handle.net/11035/3212,官方PDF已保存并校验
科研体系、资助与研究基础,科技创新政策与能力基线,C-NISTEP-DP161-ED8AE5D6,2018-10-01,W1,研究費属性と大学の技術開発の関係について,作者讨论论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP161-ED8AE5D6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP161-ED8AE5D6.txt,http://hdl.handle.net/11035/3212,官方PDF已保存并校验
