报告ID,机构ID,发布日期,报告名称,官方落地页,最终落地页,直接下载地址,本地资产,资产类型,字节数,SHA256,本地状态,错误或限制,获取日期
C-OECD-DOI-7B43B038-EN,oecd-sti,2021-06-28,Measuring the AI content of government-funded R&D projects,https://www.oecd.org/en/publications/measuring-the-ai-content-of-government-funded-r-d-projects_7b43b038-en.html,https://www.oecd.org/en/publications/measuring-the-ai-content-of-government-funded-r-d-projects_7b43b038-en.html,https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/06/measuring-the-ai-content-of-government-funded-r-d-projects_9a5d3e6c/7b43b038-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-7B43B038-EN.pdf,PDF,5743457,3e7ff3ffd8975f76eb7e9e88c0609b8de8dbcd3a4f295712599556bbef24cf13,官方PDF已获取,,2026-08-22
C-KISTEP-RES0220210156,kistep,2021-06-29,2020년도 사업계획 적정성 재검토 보고서 글로벌헬스기술연구기금(라이트펀드)사업,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210156&rpt_tp=831-003,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220210156&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220210156&seq=res_0026P@5,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220210156.pdf,PDF,105741284,587e0439430de8f4876c95e3354027f774e4da860b2e5149bf2ddab3f54d3a61,官方PDF已获取,,2026-08-22
C-STANFORD-HAI-WHITE-PAPER-BUILDING-NATIONAL-AI-RESEARCH-RESOURCE,stanford-hai,2021-10-01,Building a National AI Research Resource: A Blueprint for the National Research Cloud,https://hai.stanford.edu/policy/white-paper-building-national-ai-research-resource,https://hai.stanford.edu/policy/white-paper-building-national-ai-research-resource,https://hai-production.s3.amazonaws.com/files/2021-10/HAI_NRCR_2021_0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STANFORD-HAI-WHITE-PAPER-BUILDING-NATIONAL-AI-RESEARCH-RESOURCE.pdf,PDF,2220855,2530558025775497d5bc1db021934b9744b154aef7e555519b745aabc8660859,官方PDF已获取,,2026-08-22
C-KISTEP-PRG0720210065,kistep,2021-11-23,학문분야별 기초연구 지원체계의 현장 적용을 위한 가이드라인 수립 연구,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210065&rpt_tp=831-007,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210065&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720210065&seq=prg_0071P@5,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720210065.pdf,PDF,16822417,f803519947c9fd992d18ee5c6b0b139163b27805eceab18870c8bbd2f9d5b277,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-72,fraunhofer-isi,2022-01-01,Understanding the macroeconomic Effects of public Research: an Application of a Regression-microfounded CGE-model to the Case of the Fraunhofer-Gesellschaft in Germany,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_72_2022.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_72_2022.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_72_2022.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-72.pdf,PDF,546675,4ee95d8ece64b372fca8ec515b19fc410ca74f66b703931691afed760c027c5f,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-73,fraunhofer-isi,2022-01-01,China's Changing Role in Global Science and Innovation,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_73_2022.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_73_2022.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2022/discussionpaper_73_2022.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-73.pdf,PDF,668759,7a693adeeeac2b1531d5d2ea356b68d4c65c089b875ddf497972dd1f62d7ce2e,官方PDF已获取,,2026-08-22
C-STANFORD-HAI-WHITE-PAPER-RECOMMENDATIONS-UPDATING-NATIONAL-ARTIFICIAL-INTELLIGENCE-RESEARCH-AND-DEVELOPMENT,stanford-hai,2022-03-09,Recommendations on Updating the National Artificial Intelligence Research and Development Strategic Plan,https://hai.stanford.edu/policy/white-paper-recommendations-updating-national-artificial-intelligence-research-and-development,https://hai.stanford.edu/policy/white-paper-recommendations-updating-national-artificial-intelligence-research-and-development,https://hai-production.s3.amazonaws.com/files/2022-03/HAI%20Policy%20White%20Paper%20-%20Recommendations%20on%20Updating%20the%20National%20AI%20R&D%20Strategy.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STANFORD-HAI-WHITE-PAPER-RECOMMENDATIONS-UPDATING-NATIONAL-ARTIFICIAL-INTELLIGENCE-RESEARCH-AND-DEVELOPMENT.pdf,PDF,970945,8e815d14157cd5eefd1aec539efc12f19a887b5d8cfadea47e8fc238cb54308c,官方PDF已获取,,2026-08-22
C-KISTEP-RES0220220113,kistep,2022-04-04,2021년 기초연구진흥협의회 운영 지원,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220113&rpt_tp=831-002,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220113&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220113&seq=res_0026P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220113.pdf,PDF,4696996,5796dd4a519fbd897f487abeaa305a7d299ca050093c41bb454b8cb7a3995cc6,官方PDF已获取,,2026-08-22
C-OECD-DOI-0002217C-EN,oecd-sti,2022-05-03,An industrial policy framework for OECD countries,https://www.oecd.org/en/publications/an-industrial-policy-framework-for-oecd-countries_0002217c-en.html,https://www.oecd.org/en/publications/an-industrial-policy-framework-for-oecd-countries_0002217c-en.html,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/05/an-industrial-policy-framework-for-oecd-countries_233e3061/0002217c-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-0002217C-EN.pdf,PDF,2990473,c1ff198a426e3d5594224e058ad4f8d4179f8ff653665ffc5c632421932351aa,官方PDF已获取,,2026-08-22
C-OECD-DOI-4805D3F5-EN,oecd-sti,2022-09-16,Micro-data based insights on trends in business R&D performance and funding,https://www.oecd-ilibrary.org/science-and-technology/micro-data-based-insights-on-trends-in-business-r-d-performance-and-funding_4805d3f5-en,https://www.oecd-ilibrary.org/science-and-technology/micro-data-based-insights-on-trends-in-business-r-d-performance-and-funding_4805d3f5-en,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/09/micro-data-based-insights-on-trends-in-business-r-d-performance-and-funding_20404405/4805d3f5-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-4805D3F5-EN.pdf,PDF,3298613,55a89e89d6d0316652849d8594a0ee49cae48aaedb737ea993a9e353523c13c8,官方PDF已获取,,2026-08-22
C-KISTEP-RES0220220145,kistep,2022-10-19,2022년도 사업계획 적정성 재검토 보고서 바이오 연구 소재 활용기반 조성 사업,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220145&rpt_tp=831-003,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220145&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220145&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220145.pdf,PDF,2883797,ea3535b28774b45a20169df9e5d99b11bbdac06f5ab7b2f1181f1e22f897df79,官方PDF已获取,,2026-08-22
C-KISTEP-RES0220220146,kistep,2022-10-19,2021년도 예비타당성조사 보고서 바이오파운드리 구축 및 활용기술개발사업,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220146&rpt_tp=831-003,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220146&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220146&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220146.pdf,PDF,6141900,026e790a5fc8869d9d574705f76acd051e6a03acd04861eb35ab7401078dae35,官方PDF已获取,,2026-08-22
C-KISTEP-PRG0720220058,kistep,2022-10-31,중소기업의 디지털 전환 지원정책 재설계를 위한 기업 R&D 활동 빅데이터 실증분석 연구,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220058&rpt_tp=831-007,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220058&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220058&seq=prg_0071P@10,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720220058.pdf,PDF,755893,8a709f808d364d1950db8c175fee870a0a102ac8ee6af80a5732edcb7baf78ac,官方PDF已获取,,2026-08-22
C-KISTEP-PRG0720230001,kistep,2022-10-31,2022년 과학기술외교 아카데미 구축·운영,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230001&rpt_tp=831-007,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230001&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720230001&seq=prg_0071P@15,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720230001.pdf,PDF,6083965,6f9cc3f281b60c8d281e44a422feaa79ed0c0d9e369c756aca17e7bd7593b392,官方PDF已获取,,2026-08-22
C-OECD-DOI-154981D7-EN,oecd-sti,2022-12-19,Identifying and characterising AI adopters,https://www.oecd-ilibrary.org/science-and-technology/identifying-and-characterising-ai-adopters_154981d7-en,https://www.oecd-ilibrary.org/science-and-technology/identifying-and-characterising-ai-adopters_154981d7-en,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/12/identifying-and-characterising-ai-adopters_adad5b31/154981d7-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-154981D7-EN.pdf,PDF,3869731,4aa021f3ecaac622d4aba9efa7bd45edad510709d9c23c82b4b9ec79c5646715,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-79,fraunhofer-isi,2023-01-01,"Demand, public procurement and transformation",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_79_2023.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_79_2023.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_79_2023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-79.pdf,PDF,1254501,6cf5abab67b933c1e9242892ff6d1a8231bbae6224433b43d03ed0c087f89ea9,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-80,fraunhofer-isi,2023-01-01,Public sector organisations as agents of transformations - A framework for analysing structural changes within Public Sector Organisations (PSO),https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_80_2023.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_80_2023.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2023/discussionpaper_80_2023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-80.pdf,PDF,498258,2608e31ee0740fc2a7087c88d4bd0f69db8f92fd9e4af7b4c03ff858d2b63793,官方PDF已获取,,2026-08-22
C-STANFORD-HAI-AI-INDEX-2023,stanford-hai,2023-01-01,The 2023 AI Index Report,https://hai.stanford.edu/ai-index/2023-ai-index-report,https://hai.stanford.edu/ai-index/2023-ai-index-report,https://hai.stanford.edu/assets/files/hai_ai-index-report_2023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STANFORD-HAI-AI-INDEX-2023.pdf,PDF,13570359,e7976dc6a6a6a3ec6345d6d617030a315d4b2821bf3fdf7fc1c112c57ca8c7de,官方PDF已获取,,2026-08-22
C-ITIF-2023-WAKE-UP-AMERICA-CHINA-IS-OVERTAKING-THE-UNITED-STATES-IN-INNOVATION-CAPACITY,itif,2023-01-23,"Wake Up, America: China Is Overtaking the United States in Innovation Capacity",https://itif.org/publications/2023/01/23/wake-up-america-china-is-overtaking-the-united-states-in-innovation-capacity/,https://itif.org/publications/2023/01/23/wake-up-america-china-is-overtaking-the-united-states-in-innovation-capacity/,https://cdn.sanity.io/files/03hnmfyj/production/53d3d68ebb9188993f9e163c8533eb1472613bb7.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ITIF-2023-WAKE-UP-AMERICA-CHINA-IS-OVERTAKING-THE-UNITED-STATES-IN-INNOVATION-CAPACITY.pdf,PDF,1258905,101000c32e3ecd8a5287f611ddc1389fb7f29aeadb3b785dc76dcc48a610a293,官方PDF已获取,,2026-08-22
C-CSET-11988,cset,2023-01-31,U.S. Outbound Investment into Chinese AI Companies,https://cset.georgetown.edu/publication/u-s-outbound-investment-into-chinese-ai-companies/,https://cset.georgetown.edu/publication/u-s-outbound-investment-into-chinese-ai-companies/,https://cset.georgetown.edu/wp-content/uploads/CSET-U.S.-Outbound-Investment-into-Chinese-AI-Companies.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-11988.pdf,PDF,1724749,cd472234ea5febbcf6ae5d98533ab39d9563e5e374ddea021e24dbd76cb07906,官方PDF已获取,,2026-08-22
C-CSET-12229,cset,2023-02-14,Chinese AI Investment and Commercial Activity in Southeast Asia,https://cset.georgetown.edu/publication/chinese-ai-investment-and-commercial-activity-in-southeast-asia/,https://cset.georgetown.edu/publication/chinese-ai-investment-and-commercial-activity-in-southeast-asia/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinese-AI-Investment-and-Commercial-Activity-in-Southeast-Asia.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-12229.pdf,PDF,1228767,7f3dcc7750aa6c42826ca264b268ae0a1eb709f739778da70fdc4020ae77a200,官方PDF已获取,,2026-08-22
C-OECD-DOI-876367E3-EN,oecd-sti,2023-02-28,A blueprint for building national compute capacity for artificial intelligence,https://www.oecd.org/en/publications/a-blueprint-for-building-national-compute-capacity-for-artificial-intelligence_876367e3-en.html,https://www.oecd.org/en/publications/a-blueprint-for-building-national-compute-capacity-for-artificial-intelligence_876367e3-en.html,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/02/a-blueprint-for-building-national-compute-capacity-for-artificial-intelligence_c22fbbee/876367e3-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-876367E3-EN.pdf,PDF,3949979,e3a713740be2bfffa35112301cdb7311b1d5b91abc1ce4f24bb1659b553af204,官方PDF已获取,,2026-08-22
C-US-OSTP-2023-BOLD-GOALS-FOR-U-S-BIOTECHNOLOGY-AND-BIOMANUFACTURING-HARNESSING-RESEARCH-AND-DEVELOPMENT-TO-FURTHER-SOCIETAL-GOALS-FINAL,us-ostp,2023-03-01,Bold Goals for U.S. Biotechnology and Biomanufacturing: Harnessing Research and Development to Further Societal Goals,https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/03/Bold-Goals-for-U.S.-Biotechnology-and-Biomanufacturing-Harnessing-Research-and-Development-To-Further-Societal-Goals-FINAL.pdf,https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/03/Bold-Goals-for-U.S.-Biotechnology-and-Biomanufacturing-Harnessing-Research-and-Development-To-Further-Societal-Goals-FINAL.pdf,https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/03/Bold-Goals-for-U.S.-Biotechnology-and-Biomanufacturing-Harnessing-Research-and-Development-To-Further-Societal-Goals-FINAL.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-US-OSTP-2023-BOLD-GOALS-FOR-U-S-BIOTECHNOLOGY-AND-BIOMANUFACTURING-HARNESSING-RESEARCH-AND-DEVELOPMENT-TO-FURTHER-SOCIETAL-GOALS-FINAL.pdf,PDF,2684758,b4720d89eefacca1ae90c0b792b597a86d5d2df79a4d47c5a6b775674123caa1,官方PDF已获取,,2026-08-22
C-OECD-DOI-13D38F92-EN,oecd-sti,2023-04-13,AI language models,https://www.oecd-ilibrary.org/science-and-technology/ai-language-models_13d38f92-en,https://www.oecd-ilibrary.org/science-and-technology/ai-language-models_13d38f92-en,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/04/ai-language-models_46d9d9b4/13d38f92-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-13D38F92-EN.pdf,PDF,3253561,e5c67c2fde47c31a4eeefec0e95537cafd6994695e6be6a430d4e8150dd4984d,官方PDF已获取,,2026-08-22
C-CSET-13458,cset,2023-05-17,Spotlight on Beijing Institute for General Artificial Intelligence,https://cset.georgetown.edu/publication/spotlight-on-beijing-institute-for-general-artificial-intelligence/,https://cset.georgetown.edu/publication/spotlight-on-beijing-institute-for-general-artificial-intelligence/,https://cset.georgetown.edu/wp-content/uploads/CSET-Spotlight-on-Beijing-Institute-for-General-Artificial-Intelligence-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-13458.pdf,PDF,587235,e11eac0c46ad1482d01e53ad6cd7dc7b15e1723d645004b3e64fdffac88f00d8,官方PDF已获取,,2026-08-22
C-OECD-DOI-D7917B11-EN,oecd-sti,2023-06-13,The contribution of R&D specialist institutions to R&D performance,https://www.oecd.org/en/publications/the-contribution-of-r-d-specialist-institutions-to-r-d-performance_d7917b11-en.html,https://www.oecd.org/en/publications/the-contribution-of-r-d-specialist-institutions-to-r-d-performance_d7917b11-en.html,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/06/the-contribution-of-r-d-specialist-institutions-to-r-d-performance_eee79bc8/d7917b11-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-D7917B11-EN.pdf,PDF,1910914,569cbee2083c36df0c0fb4d05fab69f2518b2587aef04c1bb1a83aaa95f4701a,官方PDF已获取,,2026-08-22
C-OECD-DOI-2B93187F-EN,oecd-sti,2023-07-05,Very Large Research Infrastructures,https://www.oecd.org/en/publications/very-large-research-infrastructures_2b93187f-en.html,https://www.oecd.org/en/publications/very-large-research-infrastructures_2b93187f-en.html,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/07/very-large-research-infrastructures_e55d4b4c/2b93187f-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-2B93187F-EN.pdf,PDF,3366690,c907f388959a12847c1270e4105ec01e4ad8af54e0dfb26fc342cba77eb9a88a,官方PDF已获取,,2026-08-22
C-CSET-14366,cset,2023-07-10,China’s Cognitive AI Research,https://cset.georgetown.edu/publication/chinas-cognitive-ai-research/,https://cset.georgetown.edu/publication/chinas-cognitive-ai-research/,https://cset.georgetown.edu/wp-content/uploads/Chinas-Cognitive-AI-Research.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-14366.pdf,PDF,823094,0b26f4df9a76813a1b38262664ad5eca900e07d8ffd00b3a68e73649f081da0a,官方PDF已获取,,2026-08-22
L-D7E9F629DB,merics,2023-07-27,From a China strategy to no strategy at all: Exploring the diversity of European approaches,https://merics.org/en/report/china-strategy-no-strategy-all-exploring-diversity-european-approaches,https://merics.org/en/report/china-strategy-no-strategy-all-exploring-diversity-european-approaches,https://merics.org/sites/default/files/2023-08/ETNC_Report_2023_final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-D7E9F629DB.pdf,PDF,2703134,ce1721b27a539371554f92169249b63ff7e8e67717b1bb1ff43a0244dc8de51b,官方PDF已获取,,2026-08-22
C-CSET-15022,cset,2023-08-30,Understanding the Global Gain-of-Function Research Landscape,https://cset.georgetown.edu/publication/understanding-the-global-gain-of-function-research-landscape/,https://cset.georgetown.edu/publication/understanding-the-global-gain-of-function-research-landscape/,https://cset.georgetown.edu/wp-content/uploads/20220035_Gain-of-Function-Research_FINAL.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-15022.pdf,PDF,8672067,f36a3846c24f46bc2e73ab0cdf19027958af19c93d3183fb8f9b63efe3e945a0,官方PDF已获取,,2026-08-22
C-OECD-DOI-4889F5F2-EN,oecd-sti,2023-10-16,Measuring governments’ R&D funding response to COVID-19,https://www.oecd-ilibrary.org/science-and-technology/measuring-governments-r-d-funding-response-to-covid-19_4889f5f2-en,https://www.oecd-ilibrary.org/science-and-technology/measuring-governments-r-d-funding-response-to-covid-19_4889f5f2-en,https://www.oecd.org/content/dam/oecd/en/publications/reports/2023/10/measuring-governments-r-d-funding-response-to-covid-19_4ded1500/4889f5f2-en.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-OECD-DOI-4889F5F2-EN.pdf,PDF,6323209,8e0eb764c01ee04cab4cb7e20e418fa2a4ced891ab26ece4b6f011f642cecbf7,官方PDF已获取,,2026-08-22
L-1429A64BC1,merics,2023-11-16,AI entanglements: Balancing risks and rewards of European-Chinese collaboration,https://merics.org/en/report/ai-entanglements-balancing-risks-and-rewards-european-chinese-collaboration,https://merics.org/en/report/ai-entanglements-balancing-risks-and-rewards-european-chinese-collaboration,https://merics.org/sites/default/files/2024-02/MERICS%20Report%20AI%20Entanglement_Feb%202024_final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-1429A64BC1.pdf,PDF,2642203,547d399a5b7923eb3523ad10cfda52e99d642b9039a892f6919513a5ce2dfab2,官方PDF已获取,,2026-08-22
L-027001A761,merics,2023-11-20,Investigating state support for China’s medical technology companies,https://merics.org/en/report/investigating-state-support-chinas-medical-technology-companies,https://merics.org/en/report/investigating-state-support-chinas-medical-technology-companies,https://merics.org/sites/default/files/2023-11/MERICS_Report_MedTech%20State%20Support_November%202023_final.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-027001A761.pdf,PDF,915247,17e47c2c7675dffb41686877689c76335b47a2fb5044ac23d5b0a87af183dc5a,官方PDF已获取,,2026-08-22
C-CSET-16526,cset,2023-11-29,Assessing China’s AI Workforce,https://cset.georgetown.edu/publication/assessing-chinas-ai-workforce/,https://cset.georgetown.edu/publication/assessing-chinas-ai-workforce/,https://cset.georgetown.edu/wp-content/uploads/CSET-Assessing-Chinas-AI-Workforce.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-16526.pdf,PDF,10401015,ba04ee7b973dabc5ca67f71740e8b1de7020d6f589f948ce1ef33b43e9522a5c,官方PDF已获取,,2026-08-22
L-53F144B9C0,merics,2023-12-05,China’s data management: Putting the party state in charge,https://merics.org/en/report/chinas-data-management-putting-party-state-charge,https://merics.org/en/report/chinas-data-management-putting-party-state-charge,https://merics.org/sites/default/files/2023-12/Chinas%20data%20management%20-%20MERICS%20-%20Hinrich%20Foundation%20-%20December%202023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\L-53F144B9C0.pdf,PDF,1940474,2af96b225340919d091b2d40fe8b20b11c76ff6003241bd8dca7ca59204e9550,官方PDF已获取,,2026-08-22
C-FRAUNHOFER-ISI-DP-84,fraunhofer-isi,2024-01-01,Does New Public Management repel Talent? Findings from a Choice Experiment among German Researchers,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_84_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_84_2024.pdf,https://www.isi.fraunhofer.de/content/dam/isi/dokumente/cci/innovation-systems-policy-analysis/2024/discussionpaper_84_2024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-FRAUNHOFER-ISI-DP-84.pdf,PDF,869107,ac890d6cde26515441218f139dabeabd272c150d53b8c558818d506a1b6457a7,官方PDF已获取,,2026-08-22
