报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0201-989,989,A0201,정책연구,2021-02-28,W2,한국의 기업 지형 분석과 중소기업 혁신정책 기획 연구,"김선우
										
										외 8명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=989,https://www.stepi.re.kr/common/report/Download.do?reIdx=989&streFileNm=cf7d0c2a-c830-47f0-b75c-c7279ff00e45.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-989.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-989.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-989.md,12517012,bba671971324dc8678d5707a631caf632355595fd95aba1f68c80fef20df8a6d,273,271866,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-990,990,A0201,정책연구,2021-12-30,W2,변혁적 환경 대응을 위한 정부 R&D 역할과 시스템 혁신 전략  - 과학기술혁신정책 거버넌스 체계 중심으로-,"이민형
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=990,https://www.stepi.re.kr/common/report/Download.do?reIdx=990&streFileNm=c6d86179-1d78-472f-b174-87e7de7f765b.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-990.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-990.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-990.md,8067969,2088aa57ae230501505ca0876700c0a4602c53fac3b668442882e23f971b6483,388,398484,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-991,991,A0201,정책연구,2021-12-30,W2,좋은 위기(Good Crisis)를 활용한 한국의 성장공식 혁신 전략,"임영훈
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=991,https://www.stepi.re.kr/common/report/Download.do?reIdx=991&streFileNm=5fb127f2-4c5b-4778-91db-506acc9fd595.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-991.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-991.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-991.md,6396737,b72c1492c132eb2e9ef56ee7dd13139c631ff5c88838f7fe70528d00ddffcd4d,340,368793,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-992,992,A0201,정책연구,2021-12-30,W2,STI for SDGs 역량분석 및 글로벌 협력 전략 - 국가연구개발사업 분석 중심으로 -,"선인경
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=992,https://www.stepi.re.kr/common/report/Download.do?reIdx=992&streFileNm=df754a90-192a-404d-af78-4c59a0b0d11d.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-992.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-992.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-992.md,4890090,316ea762def88654d7f6cda907ff4640d288c121aab7e227c55433fa3218907e,256,238521,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-993,993,A0201,정책연구,2021-12-30,W2,과학기술혁신 정책진단 프레임워크 구축,"이정우
										
										외 11명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=993,https://www.stepi.re.kr/common/report/Download.do?reIdx=993&streFileNm=a74a7213-bdbe-466e-be5c-04ab47f2e045.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-993.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-993.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-993.md,13211397,960851535388d374ec2f5988cdd186940fc3f020c3e70563d6c75594924419e5,259,265999,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-994,994,A0201,정책연구,2021-12-30,W2,혁신환경 변화에 대응하는 국가연구개발 행정제도 개선 방향,"김승현
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=994,https://www.stepi.re.kr/common/report/Download.do?reIdx=994&streFileNm=9164b60e-49be-4396-8074-0795f11cefdd.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-994.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-994.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-994.md,3451713,ebe909fcf77a1839e56d41be19ea18e70653da43a4c49339652c249811a5cc1f,298,310829,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-995,995,A0201,정책연구,2021-12-30,W2,원격경제의 부상과 새로운 혁신전략의 모색,"김석관
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=995,https://www.stepi.re.kr/common/report/Download.do?reIdx=995&streFileNm=c8d55b4a-d774-4370-bbd1-947e5922fde5.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-995.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-995.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-995.md,7481451,f59d4c5cbd4c100197118ad32d65c42da8e71501026b35de09574601d99cf97e,460,458203,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-996,996,A0201,정책연구,2021-12-30,W2,디지털전환기 기업혁신활동 변화와 대응전략,"정미애
										
										외 10명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=996,https://www.stepi.re.kr/common/report/Download.do?reIdx=996&streFileNm=554bc1a2-b9ef-4706-84d2-bf6ecf1c367b.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-996.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-996.md,7149991,f555f0fdd31692f3c01f69b1dcfa666707ce493fd0e28e381a45abb4d5dffe55,290,247554,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-997,997,A0201,정책연구,2021-12-30,W2,글로벌 충격에 대응하는 과학기술 다자협력 전략 : 유엔시스템을 중심으로,"신은정
										
										외 11명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=997,https://www.stepi.re.kr/common/report/Download.do?reIdx=997&streFileNm=4afbeff2-60c8-4a11-827b-4efd0b5687dd.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-997.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-997.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-997.md,5264630,4f76ace9ae14cb48ac2c35e8481e5b5e84f5e44913b80ae6d3ef227e41e53b85,407,498225,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-998,998,A0201,정책연구,2021-12-30,W2,"호혜적 개발협력을 위한 주요 국가의 STI 시스템 분석 및 협력방향 -브라질, 인도를 중심으로 -","김왕동
										
										외 20명",韩文,机构正式研究,科技创新政策与能力基线,生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=998,https://www.stepi.re.kr/common/report/Download.do?reIdx=998&streFileNm=675157dd-6b1b-4240-9cbc-477cd48bc16a.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-998.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-998.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-998.md,5868657,d3420c9893263ec482ffafaa57af4b5306ee8605fc4d80444e743e1da1837ad3,462,501948,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-999,999,A0201,정책연구,2021-12-30,W2,첨단·신기술분야 고급 인력의 육성 및 성장 지원방안,"엄미정
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=999,https://www.stepi.re.kr/common/report/Download.do?reIdx=999&streFileNm=ecbab242-85f3-4e95-bb5e-a34391c4a570.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-999.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-999.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-999.md,2275950,979f007f2d877f3d07b761d92ebb9d6f552c5f5eda9163413feb8112d6cbd2eb,138,128743,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1000,1000,A0201,정책연구,2021-12-30,W2,신산업의 지역 뿌리내림 촉진방안 연구,"한웅규
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1000,https://www.stepi.re.kr/common/report/Download.do?reIdx=1000&streFileNm=be669967-e2cd-4161-931d-5ce4e2d86653.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1000.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1000.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1000.md,2783649,421a5327207c4619ca6c137a1c87c33498b54b103c6c87ea7c9f365a9b19ea8c,186,182526,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1001,1001,A0201,정책연구,2021-12-30,W2,박사후연구원의 현황과 지원 방안,"박기범
										
										외 9명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1001,https://www.stepi.re.kr/common/report/Download.do?reIdx=1001&streFileNm=9231adea-e2f9-463a-901b-165ef303b484.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1001.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1001.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1001.md,2918480,444376980733d2758190c42b42e58d70e42710901b0056c2d83343a55e9bedfb,192,206954,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1002,1002,A0201,정책연구,2021-12-30,W2,과학기술혁신 정보 분석을 통한 증거기반정책의 활용 기반 구축,"양현채
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1002,https://www.stepi.re.kr/common/report/Download.do?reIdx=1002&streFileNm=3a73da9c-6957-4c74-89cb-7b9097281dd5.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1002.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1002.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1002.md,4042739,f0f04152e380ce55c32efadb5d10acbba4e0ecdf08a14bb2c2d370536f90859e,201,209141,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1003,1003,A0201,정책연구,2021-12-30,W2,글로벌 기술사업화 역량 지수 비교분석 연구(1차년도),"손수정
										
										외 8명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1003,https://www.stepi.re.kr/common/report/Download.do?reIdx=1003&streFileNm=516736db-cc93-4521-92d5-e91acbae661e.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1003.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1003.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1003.md,2224244,fde92030aa84855d2e30cbb6f5b5028b236710f71fbd5aa77d3639171dab29f4,214,232784,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1004,1004,A0201,정책연구,2021-12-30,W2,우주강국 도약을 위한 국가우주개발체제 혁신 방안,"안형준
										
										외 4명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1004,https://www.stepi.re.kr/common/report/Download.do?reIdx=1004&streFileNm=225f7a2f-6f4e-4a6f-8cdf-54811a6c6743.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1004.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1004.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1004.md,1626069,a85e9d80776c95a5a39e25331778de3bf14f7e2b26f151dd1fe9cb3d90742e2a,172,183654,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1005,1005,A0201,정책연구,2021-12-30,W2,헬스케어 데이터 공공 플랫폼의 활성화를 위한 통합적 전략 연구,"정일영
										
										외 3명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1005,https://www.stepi.re.kr/common/report/Download.do?reIdx=1005&streFileNm=52fd6a29-2338-407c-8f77-7b6987298248.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1005.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1005.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1005.md,6617711,23a4c1a1b231acd3aafbfd428422ca47442e7b15d38dae407c6ca8618ea38e98,273,265888,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1006,1006,A0201,정책연구,2021-12-30,W2,혁신 창업가 특징 분석과 과제 - 유니콘기업 사례 중심으로,"이윤준
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1006,https://www.stepi.re.kr/common/report/Download.do?reIdx=1006&streFileNm=dac51e70-e3dc-4ebb-a3ed-64f12eae296d.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1006.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1006.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1006.md,3151921,0f865176fbbba6416914dd64e63f7919812bdb791f1a68ccbbae1235dde4e0f7,198,197056,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1007,1007,A0201,정책연구,2021-12-30,W2,혁신역량 관점에서 바라본 국내 한계기업의 진단과 시사점,"전지은
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1007,https://www.stepi.re.kr/common/report/Download.do?reIdx=1007&streFileNm=269d7e93-f91d-44ad-bf2a-08e4cb7ba9be.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1007.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1007.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1007.md,1683681,268ebc1eee4cd3a7d2693ccf3b82f2aac4cfae5ad348a9ac6c89523f51863935,133,116502,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1008,1008,A0201,정책연구,2021-12-30,W2,COVID-19 이후 중소·벤처기업 지원 정책의 전환과 설계,"김선우
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1008,https://www.stepi.re.kr/common/report/Download.do?reIdx=1008&streFileNm=5f814bfa-3160-43c7-a694-2cd7f8c63e21.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1008.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1008.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1008.md,9097643,b314acbf69f36c7113bccac7986df64deca9b4286a52414ca7376c0ef4d9fdc1,351,343309,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1009,1009,A0201,정책연구,2021-12-30,W2,신기후체제에서의 과학기술을 활용한 국제 탄소시장 참여전략 연구,"김지현
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1009,https://www.stepi.re.kr/common/report/Download.do?reIdx=1009&streFileNm=0993d44e-5430-4f0f-9937-e405965fa20a.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1009.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1009.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1009.md,2427387,d5b6de5ea54efdbf1074c637641702a4c3f90e03fee9463a5d013cf21960b8f5,185,182642,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1010,1010,A0201,정책연구,2021-12-30,W2,개발재원 행동분야로서 과학기술혁신의 부상과 국내 대응전략,"김지현
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1010,https://www.stepi.re.kr/common/report/Download.do?reIdx=1010&streFileNm=0d55b59e-032e-4a6e-b015-0c674ff70b3a.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1010.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1010.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1010.md,1849588,bc720c1b1633a55a8665ef14cfce4254ee8fff08f745b2a2ff4215d1df5421c2,204,243255,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1011,1011,A0201,정책연구,2021-12-30,W2,혁신 활성화를 위한 리빙랩에서의 최종 사용자 조직화 모델 연구,"성지은
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1011,https://www.stepi.re.kr/common/report/Download.do?reIdx=1011&streFileNm=5298a62a-d0cd-42f1-9ae0-a2158636a9a3.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1011.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1011.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1011.md,3444354,fc19b7a463cb353e7f069ffbfe671c73b0ed654851b8107036be0aa93ba48c82,129,118667,可检索文本,官方PDF已保存并校验,,2026-08-22
