主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-77,2023-02-10,W3,제5차 과학기술기본계획(2023~2027),机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-77.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-77.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=77,官方PDF已保存并校验
中国科技与国际比较,科技创新政策与能力基线,C-STEPI-A0204-78,2023-11-06,W3,한국의 혁신창업생태계 대시보드(23년 3분기),机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-78.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=78,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-78,2023-11-06,W3,한국의 혁신창업생태계 대시보드(23년 3분기),机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-78.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=78,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-78,2023-11-06,W3,한국의 혁신창업생태계 대시보드(23년 3분기),机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-78.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=78,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-78,2023-11-06,W3,한국의 혁신창업생태계 대시보드(23년 3분기),机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-78.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-78.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=78,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
半导体、量子与战略技术,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
技术安全、供应链与国际合作,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-79,2024-07-29,W3,지역 창업생태계 리포트 (Vol.1) - 포항,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-79.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-79.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=79,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
半导体、量子与战略技术,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-80,2024-08-30,W3,지역 창업생태계 리포트 (Vol.2) - 오송,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-80.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-80.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=80,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
半导体、量子与战略技术,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-81,2024-10-08,W3,지역 창업생태계 리포트 (Vol.3) - 대구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-81.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-81.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=81,官方PDF已保存并校验
人工智能、数据与数字技术,核心科技直接材料,C-STEPI-A0204-82,2024-07-31,W3,STEPI Square : AI,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-82.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-82.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=82,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
技术安全、供应链与国际合作,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-83,2024-11-18,W3,지역 창업생태계 리포트 (Vol.4) - 울산,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-83.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-83.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=83,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-84,2024-11-29,W3,국내 스케일업 인포그래픽,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-84.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-84.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=84,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-84,2024-11-29,W3,국내 스케일업 인포그래픽,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-84.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-84.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=84,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
半导体、量子与战略技术,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
产业创新、创业与区域体系,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
科技前瞻与未来社会,科技创新政策与能力基线,C-STEPI-A0204-85,2024-12-05,W3,지역 창업생태계 리포트 - 종합편,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-85.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-85.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=85,官方PDF已保存并校验
人工智能、数据与数字技术,科技创新政策与能力基线,C-STEPI-A0204-86,2025-08-01,W3,지역 창업생태계 리포트 (Vol.5) - 제주,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-86.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-86.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=86,官方PDF已保存并校验
生命科学、生物技术与健康,科技创新政策与能力基线,C-STEPI-A0204-86,2025-08-01,W3,지역 창업생태계 리포트 (Vol.5) - 제주,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-86.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-86.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=86,官方PDF已保存并校验
能源、气候与绿色转型,科技创新政策与能力基线,C-STEPI-A0204-86,2025-08-01,W3,지역 창업생태계 리포트 (Vol.5) - 제주,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-86.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-86.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=86,官方PDF已保存并校验
科研体系、研发投入与评价,科技创新政策与能力基线,C-STEPI-A0204-86,2025-08-01,W3,지역 창업생태계 리포트 (Vol.5) - 제주,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0204-86.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0204-86.txt,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=86,官方PDF已保存并校验
