报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-ATL-527708,527708,2022-05-25,W3,正式研究报告,Eye to eye in AI: Developing artificial intelligence for national security and defense,作者/项目正式研究,人工智能、芯片与算力,官方科技议题分类；标题或摘要科技关键词,"As artificial intelligence transforms national security and defense, it is imperative for the Department of Defense, Congress, and the private sector to closely collaborate in order to advance major AI development priorities. However, key barriers remain. As China and Russia develop their own capabilities, the stakes of the military AI competition are high, and time is short.",https://www.atlanticcouncil.org/in-depth-research-reports/report/eye-to-eye-in-ai/,https://www.atlanticcouncil.org/wp-content/uploads/2022/05/Eye-to-Eye-in-AI.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-527708.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-527708.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-527708.md,8477393,7bed3ad177c6e344eb3c849e85b122d178536fe30d65c2c201359205da648409,34,100176,官方PDF已保存并校验,,2026-08-22
C-ATL-531656,531656,2022-06-01,W3,正式研究报告,A Democratic Trade Partnership: Ally shoring to counter coercion and secure supply chains,作者/项目正式研究,技术供应链与出口管制,标题或摘要科技关键词,"A Democratic Trade and Economic Partnership could provide an integrated framework for leading democracies and other partners to selectively decouple from revisionist autocracies and foster free, fair, and secure trade.",https://www.atlanticcouncil.org/in-depth-research-reports/report/strategic-decoupling-building-a-democratic-trade-and-economic-partnership-d-tep/,https://www.atlanticcouncil.org/wp-content/uploads/2022/07/A-Democratic-Trade-Partnership-Ally-Shoring-to-Counter-Coercion-and-Secure-Supply-Chains.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-531656.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-531656.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-531656.md,5215896,a2f2389a239fb5fbe07cbba9e4dd13e2377bbc132ec6a2a43326b37e17dfd07e,36,129787,官方PDF已保存并校验,,2026-08-22
C-ATL-532026,532026,2022-06-13,W3,正式研究报告,Toward a Democratic Technology Alliance: An innovation edge that favors freedom,作者/项目正式研究,创新体系与产业政策,官方科技议题分类；标题或摘要科技关键词,"A Democratic Technology Alliance would facilitate the development of common rules and norms in the technology space, consistent with democratic values, and ensure that the free world prevails in the race for advanced technologies.",https://www.atlanticcouncil.org/in-depth-research-reports/report/toward-a-democratic-technology-alliance-an-innovation-edge-that-favors-freedom/,https://www.atlanticcouncil.org/wp-content/uploads/2022/07/Toward-a-Democratic-Technology-Alliance-An-Innovation-Edge-that-Favors-Freedom.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-532026.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-532026.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-532026.md,2689852,fa5813d2bcc500e1e3ec6b735a003615d136bd24157f30f3f9a904ddb0a77e82,32,104387,官方PDF已保存并校验,,2026-08-22
C-ATL-539475,539475,2022-06-28,W3,议题简报,Twenty-first-century diplomacy: Strengthening US diplomacy for the challenges of today and tomorrow,作者/项目政策简报,综合科技竞争,官方科技议题分类,"The practice of diplomacy has changed over the past several decades, and significant work remains to be done to fully adapt US diplomacy to the challenges of our time.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/twenty-first-century-diplomacy-strengthening-us-diplomacy-for-the-challenges-of-today-and-tomorrow/,https://www.atlanticcouncil.org/wp-content/uploads/2022/10/21st-Century-Diplomacy-PDF.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-539475.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-539475.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-539475.md,3603222,331226261f2f2b62380abb0690f1ea516cdb7c5b09187c8becdecc86fac11d1c,15,39069,官方PDF已保存并校验,,2026-08-22
C-ATL-555866,555866,2022-08-24,W3,深度研究报告,Chinese discourse power: Ambitions and reality in the digital domain,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；标题或摘要科技关键词,The CCP has embarked on a concerted strategy to gain control over the global digital and information environment. Its goal: create an alternative global order with China at its heart.,https://www.atlanticcouncil.org/in-depth-research-reports/report/chinese-discourse-power-ambitions-and-reality-in-the-digital-domain/,https://www.atlanticcouncil.org/wp-content/uploads/2022/11/Chinese-Discourse-Power-Ambitions-and-Reality-in-the-Digital-Domain.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-555866.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-555866.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-555866.md,2644330,c7a2ae9444e78043031690b19b3fa1ffa1f5d371eb08387c5ffa02b8518d2637,21,164807,官方PDF已保存并校验,,2026-08-22
C-ATL-564749,564749,2022-09-13,W3,议题简报,Alternative battery chemistries and diversifying clean energy supply chains,作者/项目政策简报,技术供应链与出口管制,标题或摘要科技关键词,"In an ecosystem of growth for batteries for grid storage and electric vehicle applications, alternatives to the lithium-ion battery chemistry may play an increasing role in alleviating supply chain woes and enabling deep decarbonization.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/alternative-battery-chemistries-and-diversifying-clean-energy-supply-chains/,https://www.atlanticcouncil.org/wp-content/uploads/2022/09/Alternative-Battery-Chemistries-and-Diversifying-Clean-Energy-Supply-Chains.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-564749.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-564749.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-564749.md,1837807,329903382ab0b54c50dfba69c5c392f4f912e0b2c4f0d1b7f61c0f00eb4ac821,21,91225,官方PDF已保存并校验,,2026-08-22
C-ATL-546678,546678,2022-09-14,W3,正式研究报告,Dragon tails: Preserving international cybersecurity research,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；GeoTech或Cyber项目归属；标题或摘要科技关键词,"A quantitative study on whether legal context can impact the supply of vulnerability research with detrimental effects for cybersecurity writ large through the coordinated vulnerability disclosure process (CVD), using recent regulations in China as a case study.",https://www.atlanticcouncil.org/in-depth-research-reports/report/preserving-international-cybersecurity-research/,https://www.atlanticcouncil.org/wp-content/uploads/2022/09/AC_DRAGON_TAILS_LAY4int091922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-546678.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-546678.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-546678.md,4333465,084cc8e3e25b2dd4315b986ed437ae7f7bcc3d119d3721f8327d10770c0d170c,44,119269,官方PDF已保存并校验,,2026-08-22
C-ATL-569240,569240,2022-09-27,W3,议题简报,"TTC, IPEF, and the road to an Indo-Pacific trade deal: A new model",作者/项目政策简报,技术供应链与出口管制,标题或摘要科技关键词,"The Biden administration’s “trade policy for the middle class” is taking shape. Exemplified by the TTC and IPEF, its is “beyond-the-border” issues, such as regulatory alignment and standard setting, attempts to improve supply chain resilience, and efforts to promote high labor and environmental standards. However, to achieve its strategic goals, the administration should consider adding traditional market access components.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/ttc-ipef-and-the-road-to-an-indo-pacific-trade-deal-a-new-model/,https://www.atlanticcouncil.org/wp-content/uploads/2022/09/TTC_IPEF_and_the_Road_to_an_Indo-Pacific_Trade_Deal___-.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-569240.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-569240.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-569240.md,9382648,3f9ed30e2cbfe894dfdf07981eb61ff6d786ffc6802d82be2b45772e8e7afe8e,28,70255,官方PDF已保存并校验,,2026-08-22
C-ATL-576180,576180,2022-10-18,W3,议题简报,An allied strategy for China after the 20th Party Congress,作者/项目政策简报,综合科技竞争,官方科技议题分类,"Chinese president Xi Jinping secured a third term in power as general secretary, and China is likely to continue along a more assertive course in global affairs. The United States and its allies need an updated strategy to navigate this period of relations with China.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/an-allied-strategy-for-china-after-the-20th-party-congress/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-576180.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-576180.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-576180.md,331717,4af1f0691cf3754f13e1565e0f366dd17817f73544bc88fa181de8918e4c51ff,0,29867,官方网页全文已保存,,2026-08-22
C-ATL-589599,589599,2022-11-28,W3,议题简报,How the Chinese government is financing its way to becoming a techno-superpower,作者/项目政策简报,综合科技竞争,官方科技议题分类,"Beijing is committed to becoming a state-led and self-sufficient techno-superpower. In doing so, the Chinese government is consolidating its influence in both the domestic market and overseas markets where Chinese firms are active, while simultaneously mobilizing public, private, and public-private investment vehicles to support these tech ambitions.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/how-the-chinese-government-is-financing-its-way-to-becoming-a-techno-superpower/,https://www.atlanticcouncil.org/wp-content/uploads/2022/11/Financing-Mechanisms-Underpinning-Chinas-Tech-Self-Reliance.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-589599.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-589599.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-589599.md,253634,2088d064805ffe3aa3146df3a96528087d7169c7efd7acb9e09b7bc65e0b424a,9,34416,官方PDF已保存并校验,,2026-08-22
C-ATL-603166,603166,2023-01-20,W3,正式研究报告,China and the new globalization,作者/项目正式研究,综合科技竞争,官方科技议题分类,"The unitary globalized economy no longer exists. Driven in significant part by security considerations, a new and more diverse globalization is both required and being built. The transition is ongoing, and its final form is yet to be determined.",https://www.atlanticcouncil.org/in-depth-research-reports/report/china-and-the-new-globalization/,https://www.atlanticcouncil.org/wp-content/uploads/2023/02/China_and_the_New_Globalization_IB_Digital_v2-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-603166.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-603166.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-603166.md,453914,28ec6489e460f4e0899e2eb02649a7858e1d3b5c0b13292985828cbc7f711dc6,25,118592,官方PDF已保存并校验,,2026-08-22
C-ATL-614190,614190,2023-02-23,W3,议题简报,United States–China semiconductor standoff: A supply chain under stress,作者/项目政策简报,人工智能、芯片与算力；技术供应链与出口管制,标题或摘要科技关键词,What are the implications of US semiconductor policy for global semiconductor supply chains and the competition for primacy in an industry critical to the economy and global security?,https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/united-states-china-semiconductor-standoff-a-supply-chain-under-stress/,https://www.atlanticcouncil.org/wp-content/uploads/2023/03/US-China-Semiconductor-Standoff.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-614190.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-614190.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-614190.md,460743,583fff5b821a630df3171f1c05bcdf81d8ff9115267a4bb7999a4ed968b0f2b2,16,76044,官方PDF已保存并校验,,2026-08-22
C-ATL-621883,621883,2023-03-16,W3,正式研究报告,The future of NATO C4ISR: Assessment and recommendations after Madrid,作者/项目正式研究,综合科技竞争,官方科技议题分类,"Current C4ISR capabilities, concepts, policies, and processes do not meet all of the Alliance’s needs. While much has been done to improve NATO C4ISR over the past decade, much work remains.",https://www.atlanticcouncil.org/in-depth-research-reports/report/the-future-of-nato-c4isr-assessment-and-recommendations-after-madrid/,https://www.atlanticcouncil.org/wp-content/uploads/2023/03/The-future-of-NATO-C4ISR-Assessment-and-recommendations-after-Madrid.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-621883.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-621883.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-621883.md,17548770,624bdbe74e511b5849130b74b71b41636509241af9aeca7dd3030fa5f20c6d5b,50,153143,官方PDF已保存并校验,,2026-08-22
C-ATL-633874,633874,2023-04-12,W3,正式研究报告,Atlantic Council Commission on Defense Innovation Adoption interim report,作者/项目正式研究,创新体系与产业政策,标题或摘要科技关键词,The DoD must accelerate defense innovation adoption from the leading edge of the private sector. This report has ten recommendations to do so.,https://www.atlanticcouncil.org/in-depth-research-reports/report/atlantic-council-commission-on-defense-innovation-adoption-interim-report/,https://www.atlanticcouncil.org/wp-content/uploads/2023/05/Commission-on-Defense-Innovation-Adoption-Interim-Report.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-633874.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-633874.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-633874.md,2126875,b757b05256c1fc68be9c52888682f0c1320ebff515afd29f256df6ab1d19693a,32,80827,官方PDF已保存并校验,,2026-08-22
C-ATL-818066,818066,2023-05-15,W3,议题简报,What is driving the adoption of Chinese surveillance technology in Africa?,作者/项目政策简报,网络安全与数字治理,官方科技议题分类；GeoTech或Cyber项目归属；标题或摘要科技关键词,"When examining the proliferation of Chinese surveillance systems and cyber capabilities in Africa, research disproportionately focuses on the motivations and ambitions of the supplier. This perspective, while it highlights Chinese diplomatic ambitions and corporate opportunities, ignores local features that drive the adoption of Chinese surveillance tools.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/what-is-driving-the-adoption-of-chinese-surveillance-technology-in-africa/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-818066.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-818066.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-818066.md,401140,7d57deb06c00ffbbd9cdf6113a8879f76c7559b5babc5e2afe66143886a83a64,0,60751,官方网页全文已保存,,2026-08-22
C-ATL-646204,646204,2023-05-30,W3,议题简报,China’s subsea-cable power in the Middle East and North Africa,作者/项目政策简报,网络安全与数字治理,官方科技议题分类,"Dale Aluf analyzes China’s campaign to make countries in the region more dependent on Chinese networks, while reducing its own dependence on foreign cables. China’s growing presence in the Middle East and North Africa’s cable industry is significant because Beijing has the power to shape the route of global internet traffic by determining when, where, and how to build cables.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/chinas-subsea-cable-power-in-the-middle-east-and-north-africa/,https://www.atlanticcouncil.org/wp-content/uploads/2023/05/ChinasGrowingInfluence_052423-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-646204.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-646204.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-646204.md,830075,0fef001bf9841a32ae69d5af06d23388a92b56dd7fe01107d2a6990978ebb2e1,16,63203,官方PDF已保存并校验,,2026-08-22
C-ATL-655540,655540,2023-06-27,W3,Atlantic Council战略论文,Global Strategy 2023: Winning the tech race with China,作者/项目正式研究,创新体系与产业政策,官方科技议题分类；标题或摘要科技关键词,"The United States and the People’s Republic of China (PRC) are engaged in a strategic competition surrounding the development of key technologies. Both countries seek to out-compete the other to achieve first-mover advantage in breakthrough technologies, and to be the best country in terms of the commercial scaling of emerging and existing technologies.",https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/global-strategy-2023-winning-the-tech-race-with-china/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-655540.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-655540.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-655540.md,493413,55aceb36ec956e4413b4bb68e7e9c3ff8003394cc1c2bc8c0485960d0ab51b3b,0,113910,官方网页全文已保存,,2026-08-22
C-ATL-660056,660056,2023-06-29,W3,议题简报,What policymakers need to know about artificial intelligence,作者/项目政策简报,人工智能、芯片与算力,官方科技议题分类；GeoTech或Cyber项目归属；标题或摘要科技关键词,"Behind the hype and fear lies a crucial truth—AI is designed to augment human intelligence, not replace it. This primer explains how developers strive to create systems that mimic human capabilities by finding patterns, making predictions, and generating meaningful and actionable insights using data generated by our information-rich world.",https://www.atlanticcouncil.org/in-depth-research-reports/issue-brief/what-policy-makers-need-to-know-about-artificial-intelligence/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-660056.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-660056.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-660056.md,347187,7cd5b049513ce94df1d91fe71b5c58c9a0550ed8c9888b3948edcf2485eeb37b,0,41308,官方网页全文已保存,,2026-08-22
C-ATL-669055,669055,2023-08-02,W3,正式研究报告,Chinese discourse power: Capabilities and impact,作者/项目正式研究,综合科技竞争,官方科技议题分类,An examination of China’s online and offline channels for the dissemination of “discourse power” and the mechanisms of oversight on which such communications rely.,https://www.atlanticcouncil.org/in-depth-research-reports/report/chinese-discourse-power-capabilities-and-impact/,https://www.atlanticcouncil.org/wp-content/uploads/2023/08/Chinese-Discourse-Power-Capabilities-and-Impact-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-669055.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-669055.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-669055.md,4152477,ffb851d2e95ca0236d7315fe73eac3a74ad1ac5856bf525ff7db1439fdf235ac,42,176672,官方PDF已保存并校验,,2026-08-22
C-ATL-677634,677634,2023-09-06,W3,正式研究报告,Sleight of hand: How China weaponizes software vulnerabilities,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；GeoTech或Cyber项目归属,"China’s new vulnerability management system mandates reporting to MIIT within 48 hours, restricting pre-patch publication and POC code. This centralized approach contrasts with the US voluntary system, potentially aiding Chinese intelligence. MIIT shares data with the MSS, affecting voluntary databases as well. MSS also fund firms to provide vulnerabilities for their offensive potential.",https://www.atlanticcouncil.org/in-depth-research-reports/report/sleight-of-hand-how-china-weaponizes-software-vulnerability/,https://www.atlanticcouncil.org/wp-content/uploads/2022/09/AC_DRAGON_TAILS_LAY4_WEB3.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-677634.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-677634.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-677634.md,4294184,cfce74db7ce46b0d12117b7f226d7e18bd1f2e6cf5636189b97f6b0d640a53bb,23,118722,官方PDF已保存并校验,,2026-08-22
C-ATL-687065,687065,2023-10-04,W3,正式研究报告,Running out of road: China Pathfinder 2023 annual scorecard,作者/项目正式研究,综合科技竞争,官方科技议题分类,The China Pathfinder project examines whether China’s economy is converging or diverging with the world’s leading open market economies.,https://www.atlanticcouncil.org/in-depth-research-reports/report/running-out-of-road-china-pathfinder-2023-annual-scorecard/,https://www.atlanticcouncil.org/wp-content/uploads/2023/10/Running-out-of-road-China-pathfinder-annual-scorecard-2023.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-ATL-687065.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-ATL-687065.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-ATL-687065.md,12210667,550786ca3a3e43604f3554dac749c1888046d39274ba3828ba496cd5d9d2612d,70,165727,官方PDF已保存并校验,,2026-08-22
C-ATL-707988,707988,2023-12-04,W3,正式研究报告,Community watch: China’s vision for the future of the internet,作者/项目正式研究,网络安全与数字治理,官方科技议题分类；标题或摘要科技关键词,"In 2015, Beijing released Jointly Building a Community with a Shared Future in Cyberspace, a white paper outlining the CCP’s vision for the future of the internet. In the eight years since then, this vision has picked up steam outside of China, largely as the result of Beijing’s efforts to export these ideas to authoritarian countries.",https://www.atlanticcouncil.org/in-depth-research-reports/report/community-watch-chinas-vision-for-the-future-of-the-internet/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-707988.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-707988.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-707988.md,412690,dc8d0b686575d194a3c9198939e3030b85c913bd0a864908c737e069a5da23b1,0,70881,官方网页全文已保存,,2026-08-22
C-ATL-722225,722225,2024-01-12,W3,Atlantic Council战略论文,"Welcome to 2034: What the world could look like in ten years, according to nearly 300 experts",作者/项目正式研究,人工智能、芯片与算力,标题或摘要科技关键词,"To survey the future, we polled global strategists and foresight practitioners on our most burning questions about the biggest drivers of change over the next decade. Check out their forecasts on everything from the likelihood of war over Taiwan to the future of AI.",https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/welcome-to-2034-what-the-world-could-look-like-in-ten-years-according-to-nearly-300-experts/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-722225.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-722225.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-722225.md,247397,626f0b5a7ab55afffd350e6c1cdaf39fde702f94e146a76dc255c13385fa0c19,0,31082,官方网页全文已保存,,2026-08-22
C-ATL-721295,721295,2024-01-17,W3,Atlantic Council战略论文,The top risks and opportunities for 2024,作者/项目正式研究,综合科技竞争,官方科技议题分类,2023 was marked by war in the Middle East and in Europe. What else looms on the horizon? The Atlantic Council’s top experts brought their globe-spanning expertise to the task of forecasting the near future.,https://www.atlanticcouncil.org/content-series/atlantic-council-strategy-paper-series/the-top-risks-and-opportunities-for-2024/,,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-721295.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-ATL-721295.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-ATL-721295.md,261820,0cc40b7870549530a14167670fc05ec51fe19b67c3efeea5cff7ad32339edce7,0,34650,官方网页全文已保存,,2026-08-22
