主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
科技人才与科研安全,C-CSET-2816,2020-06-30,W2,中国科技政策英译,2019 Chinese Academy of Sciences Talent Program Application Guide,翻译材料，不代表机构观点,"See our translation of a complete list and description of all Chinese Academy of Science talent recruitment programs. CAS has talent programs primarily targeting young scientists in strategic and emerging disciplines, including defense-related “military-civil fusion” technologies; some are aimed at domestic S&T talent, while others recruit foreign scientists.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2816.txt,https://cset.georgetown.edu/publication/2019-chinese-academy-of-sciences-talent-program-application-guide/
军民融合与国防科技,C-CSET-2816,2020-06-30,W2,中国科技政策英译,2019 Chinese Academy of Sciences Talent Program Application Guide,翻译材料，不代表机构观点,"See our translation of a complete list and description of all Chinese Academy of Science talent recruitment programs. CAS has talent programs primarily targeting young scientists in strategic and emerging disciplines, including defense-related “military-civil fusion” technologies; some are aimed at domestic S&T talent, while others recruit foreign scientists.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2816.txt,https://cset.georgetown.edu/publication/2019-chinese-academy-of-sciences-talent-program-application-guide/
国家创新体系与产业政策,C-CSET-2816,2020-06-30,W2,中国科技政策英译,2019 Chinese Academy of Sciences Talent Program Application Guide,翻译材料，不代表机构观点,"See our translation of a complete list and description of all Chinese Academy of Science talent recruitment programs. CAS has talent programs primarily targeting young scientists in strategic and emerging disciplines, including defense-related “military-civil fusion” technologies; some are aimed at domestic S&T talent, while others recruit foreign scientists.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2816.txt,https://cset.georgetown.edu/publication/2019-chinese-academy-of-sciences-talent-program-application-guide/
科技人才与科研安全,C-CSET-3076,2020-07-01,W2,中国科技政策英译,The Chinese Academy of Sciences Hefei Institutes of Physical Science: Recruiting Outstanding Domestic and Foreign Talent,翻译材料，不代表机构观点,This 2017 document lists technical positions that the Hefei Institutes of Physical Sciences hoped to fill through talent programs. It is an unusually detailed example of a Chinese research institution’s efforts to recruit foreign scientists.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3076.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3076.txt,https://cset.georgetown.edu/publication/the-chinese-academy-of-sciences-hefei-institutes-of-physical-science-recruiting-outstanding-domestic-and-foreign-talent/
国家创新体系与产业政策,C-CSET-3076,2020-07-01,W2,中国科技政策英译,The Chinese Academy of Sciences Hefei Institutes of Physical Science: Recruiting Outstanding Domestic and Foreign Talent,翻译材料，不代表机构观点,This 2017 document lists technical positions that the Hefei Institutes of Physical Sciences hoped to fill through talent programs. It is an unusually detailed example of a Chinese research institution’s efforts to recruit foreign scientists.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3076.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3076.txt,https://cset.georgetown.edu/publication/the-chinese-academy-of-sciences-hefei-institutes-of-physical-science-recruiting-outstanding-domestic-and-foreign-talent/
科技人才与科研安全,C-CSET-2711,2020-07-15,W2,CSET原创研究报告,The China Scholarship Council: An Overview,作者/项目正式研究,The Chinese government seeks to exert influence through its scholarship and exchange programs. This issue brief assembles a picture of the China Scholarship Council—the primary vehicle by which the state provides scholarships—through Chinese-language sources.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2711.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2711.txt,https://cset.georgetown.edu/publication/the-china-scholarship-council-an-overview/
技术转移与出口管制,C-CSET-2791,2020-07-21,W2,CSET原创研究报告,Overseas Professionals and Technology Transfer to China,作者/项目正式研究,China’s government encourages members of the Chinese diaspora to engage in technology transfer through Chinese professional associations. This issue brief analyzes 208 such associations to assess the scope of technical exchange between overseas professionals and entities within China.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2791.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2791.txt,https://cset.georgetown.edu/publication/overseas-professionals-and-technology-transfer-to-china/
科技人才与科研安全,C-CSET-2814,2020-07-22,W2,中国科技政策英译,Detailed Rules for the Implementation of the 2016 “State Scholarship for Outstanding Self-Financed Study Abroad Students”,翻译材料，不代表机构观点,"See our translation outlining a Chinese scholarship program for “self-financed” students who are studying abroad. The scholarship provides as much as $16,000 for a year of overseas study for PhD candidates under the age of 40. The scholarship also includes provisions to keep track of recipients and to aid them in returning to China.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2814.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2814.txt,https://cset.georgetown.edu/publication/detailed-rules-for-the-implementation-of-the-2016-state-scholarship-for-outstanding-self-financed-study-abroad-students/
科技人才与科研安全,C-CSET-2815,2020-07-22,W2,中国科技政策英译,Detailed Rules for the “Thousand Talents Program” High-Level Foreign Expert Project,翻译材料，不代表机构观点,"See our translation of a short Chinese official notice from 2011 provides details on China’s “Thousand Talents Program,” specifically the program’s procedures for recruiting and retaining non-Chinese foreign experts who can contribute to China’s S&T base.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2815.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2815.txt,https://cset.georgetown.edu/publication/detailed-rules-for-the-thousand-talents-program-high-level-foreign-expert-project/
人工智能与算力,C-CSET-2792,2020-07-23,W2,CSET原创研究报告,Messier than Oil: Assessing Data Advantage in Military AI,作者/项目正式研究,Both China and the United States seek to develop military applications enabled by artificial intelligence. This issue brief reviews the obstacles to assessing data competitiveness and provides metrics for measuring data advantage.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2792.txt,https://cset.georgetown.edu/publication/messier-than-oil-assessing-data-advantage-in-military-ai/
军民融合与国防科技,C-CSET-2792,2020-07-23,W2,CSET原创研究报告,Messier than Oil: Assessing Data Advantage in Military AI,作者/项目正式研究,Both China and the United States seek to develop military applications enabled by artificial intelligence. This issue brief reviews the obstacles to assessing data competitiveness and provides metrics for measuring data advantage.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2792.txt,https://cset.georgetown.edu/publication/messier-than-oil-assessing-data-advantage-in-military-ai/
数字治理与网络安全,C-CSET-2792,2020-07-23,W2,CSET原创研究报告,Messier than Oil: Assessing Data Advantage in Military AI,作者/项目正式研究,Both China and the United States seek to develop military applications enabled by artificial intelligence. This issue brief reviews the obstacles to assessing data competitiveness and provides metrics for measuring data advantage.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2792.txt,https://cset.georgetown.edu/publication/messier-than-oil-assessing-data-advantage-in-military-ai/
科技人才与科研安全,C-CSET-3081,2020-08-05,W2,中国科技政策英译,"Characteristics of, and Lessons from, the U.S. Legal System for Military-Civil Fusion",翻译材料，不代表机构观点,See our translation of a 2018 article by a Chinese state think tank praising the U.S. integration of the military and civilian industrial bases as a model for China. The article argues that China can learn much about “military-civil fusion” from U.S. legislation on this issue.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3081.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3081.txt,https://cset.georgetown.edu/publication/characteristics-of-and-lessons-from-the-us-legal-system-for-military-civil-fusion/
军民融合与国防科技,C-CSET-3081,2020-08-05,W2,中国科技政策英译,"Characteristics of, and Lessons from, the U.S. Legal System for Military-Civil Fusion",翻译材料，不代表机构观点,See our translation of a 2018 article by a Chinese state think tank praising the U.S. integration of the military and civilian industrial bases as a model for China. The article argues that China can learn much about “military-civil fusion” from U.S. legislation on this issue.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3081.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3081.txt,https://cset.georgetown.edu/publication/characteristics-of-and-lessons-from-the-us-legal-system-for-military-civil-fusion/
国家创新体系与产业政策,C-CSET-3081,2020-08-05,W2,中国科技政策英译,"Characteristics of, and Lessons from, the U.S. Legal System for Military-Civil Fusion",翻译材料，不代表机构观点,See our translation of a 2018 article by a Chinese state think tank praising the U.S. integration of the military and civilian industrial bases as a model for China. The article argues that China can learn much about “military-civil fusion” from U.S. legislation on this issue.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3081.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3081.txt,https://cset.georgetown.edu/publication/characteristics-of-and-lessons-from-the-us-legal-system-for-military-civil-fusion/
技术转移与出口管制,C-CSET-3086,2020-08-05,W2,中国科技政策英译,Export Control Law of the People’s Republic of China (Draft) (Second Version),翻译材料，不代表机构观点,"See our translation of a draft export control bill that was being considered by China’s parliament, the National People’s Congress, as of July 2020. The bill limits exports of dual-use items, military equipment, nuclear materials and other goods of counterproliferation concern. It also sets penalties for Chinese exporters who violate the provisions of the bill.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3086.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3086.txt,https://cset.georgetown.edu/publication/export-control-law-of-the-peoples-republic-of-china-draft-second-version/
军民融合与国防科技,C-CSET-3086,2020-08-05,W2,中国科技政策英译,Export Control Law of the People’s Republic of China (Draft) (Second Version),翻译材料，不代表机构观点,"See our translation of a draft export control bill that was being considered by China’s parliament, the National People’s Congress, as of July 2020. The bill limits exports of dual-use items, military equipment, nuclear materials and other goods of counterproliferation concern. It also sets penalties for Chinese exporters who violate the provisions of the bill.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3086.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3086.txt,https://cset.georgetown.edu/publication/export-control-law-of-the-peoples-republic-of-china-draft-second-version/
人工智能与算力,C-CSET-3094,2020-08-05,W2,CSET原创研究报告,Chinese Perspectives on AI and Future Military Capabilities,作者/项目正式研究,"The world is watching how the Chinese military develops and deploys artificial intelligence—but how exactly will it apply AI? This policy brief analyzes Chinese experts’ arguments about AI and prospective warfighting capabilities, identifying prevailing concerns about strategic stability and unintended escalation.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3094.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3094.txt,https://cset.georgetown.edu/publication/chinese-perspectives-on-ai-and-future-military-capabilities/
军民融合与国防科技,C-CSET-3094,2020-08-05,W2,CSET原创研究报告,Chinese Perspectives on AI and Future Military Capabilities,作者/项目正式研究,"The world is watching how the Chinese military develops and deploys artificial intelligence—but how exactly will it apply AI? This policy brief analyzes Chinese experts’ arguments about AI and prospective warfighting capabilities, identifying prevailing concerns about strategic stability and unintended escalation.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3094.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3094.txt,https://cset.georgetown.edu/publication/chinese-perspectives-on-ai-and-future-military-capabilities/
科技人才与科研安全,C-CSET-3209,2020-08-18,W2,CSET原创研究报告,The Youth Thousand Talents Plan and China’s Military,作者/项目正式研究,"CSET research sheds light on the backgrounds and career paths of nearly 3,600 awardees in China’s Youth Thousand Talents Plan. While concerns over China’s recruitment of science and technology experts for military-supporting roles are legitimate, this brief finds that the vast majority of YTTP awardees receive civilian-oriented job offers.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3209.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3209.txt,https://cset.georgetown.edu/publication/the-youth-thousand-talents-plan-and-chinas-military/
军民融合与国防科技,C-CSET-3209,2020-08-18,W2,CSET原创研究报告,The Youth Thousand Talents Plan and China’s Military,作者/项目正式研究,"CSET research sheds light on the backgrounds and career paths of nearly 3,600 awardees in China’s Youth Thousand Talents Plan. While concerns over China’s recruitment of science and technology experts for military-supporting roles are legitimate, this brief finds that the vast majority of YTTP awardees receive civilian-oriented job offers.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3209.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3209.txt,https://cset.georgetown.edu/publication/the-youth-thousand-talents-plan-and-chinas-military/
国家创新体系与产业政策,C-CSET-3209,2020-08-18,W2,CSET原创研究报告,The Youth Thousand Talents Plan and China’s Military,作者/项目正式研究,"CSET research sheds light on the backgrounds and career paths of nearly 3,600 awardees in China’s Youth Thousand Talents Plan. While concerns over China’s recruitment of science and technology experts for military-supporting roles are legitimate, this brief finds that the vast majority of YTTP awardees receive civilian-oriented job offers.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3209.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3209.txt,https://cset.georgetown.edu/publication/the-youth-thousand-talents-plan-and-chinas-military/
国家创新体系与产业政策,C-CSET-3419,2020-08-18,W2,中国科技政策英译,2017 Budget of the Former State Administration of Foreign Experts Affairs,翻译材料，不代表机构观点,See our original translation of the final 2017 budget for the PRC State Administration of Foreign Experts Affairs (SAFEA).,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3419.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3419.txt,https://cset.georgetown.edu/publication/2017-budget-of-the-former-state-administration-of-foreign-experts-affairs/
综合科技竞争,C-CSET-3402,2020-09-02,W2,中国科技政策英译,Revisions to the Content of the Catalog of Prohibited or Restricted Technology Exports,翻译材料，不代表机构观点,See our original translation of the PRC Ministry of Commerce technology export restrictions that would likely complicate the proposed sale of short video app TikTok to a U.S. buyer.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3402.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3402.txt,https://cset.georgetown.edu/publication/revisions-to-the-content-of-the-catalog-of-prohibited-or-restricted-technology-exports/
国家创新体系与产业政策,C-CSET-3404,2020-09-02,W2,中国科技政策英译,National Natural Science Foundation of China 2019 Annual Budget,翻译材料，不代表机构观点,See our original translation of the 2019 budget for the National Natural Science Foundation of China (NSFC).,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3404.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3404.txt,https://cset.georgetown.edu/publication/national-natural-science-foundation-of-china-2019-annual-budget/
国家创新体系与产业政策,C-CSET-3407,2020-09-02,W2,中国科技政策英译,Chinese Academy of Engineering 2019 Budget,翻译材料，不代表机构观点,"See our original translation of the 2019 budget for the Chinese Academy of Engineering, a PRC government body responsible for scientific research and for providing strategic scientific and technological input to PRC decision-makers.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3407.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3407.txt,https://cset.georgetown.edu/publication/chinese-academy-of-engineering-2019-budget/
国家创新体系与产业政策,C-CSET-3411,2020-09-02,W2,中国科技政策英译,China Association for Science and Technology 2019 Budget,翻译材料，不代表机构观点,See our original translation of the 2019 budget of the China Association for Science and Technology (CAST).,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3411.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3411.txt,https://cset.georgetown.edu/publication/china-association-for-science-and-technology-2019-budget/
数字治理与网络安全,C-CSET-3412,2020-09-02,W2,中国科技政策英译,Example Applications of Digital Health Technology for Epidemic Prevention and Control (Third Phase),翻译材料，不代表机构观点,See our original translation excerpt from a Chinese government think tank report on China’s use of digital health technology to fight COVID-19.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3412.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3412.txt,https://cset.georgetown.edu/publication/example-applications-of-digital-health-technology-for-epidemic-prevention-and-control-third-phase/
科技人才与科研安全,C-CSET-3462,2020-09-14,W2,CSET原创研究报告,China’s System of Oppression in Xinjiang: How It Developed and How to Curb It,作者/项目正式研究,"How should the United States understand and respond to China’s technologically driven mass surveillance, internment and indoctrination in Xinjiang? Dahlia Peterson offers a set of policy recommendations in a coauthored report for the Brookings Institution.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3462.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3462.txt,https://cset.georgetown.edu/publication/chinas-system-of-oppression-in-xinjiang-how-it-developed-and-how-to-curb-it/
数字治理与网络安全,C-CSET-3462,2020-09-14,W2,CSET原创研究报告,China’s System of Oppression in Xinjiang: How It Developed and How to Curb It,作者/项目正式研究,"How should the United States understand and respond to China’s technologically driven mass surveillance, internment and indoctrination in Xinjiang? Dahlia Peterson offers a set of policy recommendations in a coauthored report for the Brookings Institution.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3462.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3462.txt,https://cset.georgetown.edu/publication/chinas-system-of-oppression-in-xinjiang-how-it-developed-and-how-to-curb-it/
人工智能与算力,C-CSET-3511,2020-09-22,W2,CSET原创研究报告,Multilateral Controls on Hardware Chokepoints,作者/项目正式研究,Protecting international security and human rights by using multilateral controls on semiconductor manufacturing equipment and advanced chips,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3511.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3511.txt,https://cset.georgetown.edu/publication/multilateral-controls-on-hardware-chokepoints/
技术转移与出口管制,C-CSET-3511,2020-09-22,W2,CSET原创研究报告,Multilateral Controls on Hardware Chokepoints,作者/项目正式研究,Protecting international security and human rights by using multilateral controls on semiconductor manufacturing equipment and advanced chips,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3511.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3511.txt,https://cset.georgetown.edu/publication/multilateral-controls-on-hardware-chokepoints/
科技人才与科研安全,C-CSET-3529,2020-09-22,W2,CSET原创研究报告,Bolstering U.S. Research Security,作者/项目正式研究,Establishing a new public-private institution to improve American research security,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3529.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3529.txt,https://cset.georgetown.edu/publication/bolstering-u-s-research-security/
人工智能与算力,C-CSET-3536,2020-09-23,W2,CSET原创研究报告,China AI-Brain Research,作者/项目正式研究,"Since 2016, China has engaged in a nationwide effort to “merge” AI and neuroscience research as a major part of its next-generation AI development program. This report explores China’s AI-brain program — identifying key players and organizations and recommending the creation of an open source S&T monitoring capability within the U.S. government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3536.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3536.txt,https://cset.georgetown.edu/publication/china-ai-brain-research/
军民融合与国防科技,C-CSET-3536,2020-09-23,W2,CSET原创研究报告,China AI-Brain Research,作者/项目正式研究,"Since 2016, China has engaged in a nationwide effort to “merge” AI and neuroscience research as a major part of its next-generation AI development program. This report explores China’s AI-brain program — identifying key players and organizations and recommending the creation of an open source S&T monitoring capability within the U.S. government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3536.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3536.txt,https://cset.georgetown.edu/publication/china-ai-brain-research/
国家创新体系与产业政策,C-CSET-3536,2020-09-23,W2,CSET原创研究报告,China AI-Brain Research,作者/项目正式研究,"Since 2016, China has engaged in a nationwide effort to “merge” AI and neuroscience research as a major part of its next-generation AI development program. This report explores China’s AI-brain program — identifying key players and organizations and recommending the creation of an open source S&T monitoring capability within the U.S. government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3536.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3536.txt,https://cset.georgetown.edu/publication/china-ai-brain-research/
航天与其他前沿技术,C-CSET-3536,2020-09-23,W2,CSET原创研究报告,China AI-Brain Research,作者/项目正式研究,"Since 2016, China has engaged in a nationwide effort to “merge” AI and neuroscience research as a major part of its next-generation AI development program. This report explores China’s AI-brain program — identifying key players and organizations and recommending the creation of an open source S&T monitoring capability within the U.S. government.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3536.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3536.txt,https://cset.georgetown.edu/publication/china-ai-brain-research/
人工智能与算力,C-CSET-3452,2020-09-24,W2,CSET原创研究报告,The Chipmakers,作者/项目正式研究,"Technical leadership in the semiconductor industry has been a cornerstone of U.S. military and economic power for decades, but continued competitiveness is not guaranteed. This issue brief exploring the composition of the workforce bolstering U.S. leadership in the semiconductor industry concludes that immigration restrictions are directly at odds with U.S. efforts to secure its supply chains.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3452.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3452.txt,https://cset.georgetown.edu/publication/the-chipmakers-u-s-strengths-and-priorities-for-the-high-end-semiconductor-workforce/
科技人才与科研安全,C-CSET-3452,2020-09-24,W2,CSET原创研究报告,The Chipmakers,作者/项目正式研究,"Technical leadership in the semiconductor industry has been a cornerstone of U.S. military and economic power for decades, but continued competitiveness is not guaranteed. This issue brief exploring the composition of the workforce bolstering U.S. leadership in the semiconductor industry concludes that immigration restrictions are directly at odds with U.S. efforts to secure its supply chains.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3452.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3452.txt,https://cset.georgetown.edu/publication/the-chipmakers-u-s-strengths-and-priorities-for-the-high-end-semiconductor-workforce/
