主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-78C379A78D,2023-07-06,W3,What should be done about Google’s quasi-monopoly in search? Mandatory data sharing versus AI-driven technological competition,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-78C379A78D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-78C379A78D.txt,https://www.bruegel.org/working-paper/what-should-be-done-about-googles-quasi-monopoly-search-mandatory-data-sharing-versus,官方网页全文已保存
机器人、自动化与技术就业,核心科技直接材料,C-BRUEGEL-20544B17C5,2023-07-17,W3,"Globalisation and automation as sources of labour-market competition, and support for European Union unemployment insurance",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-20544B17C5.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-20544B17C5.txt,https://www.bruegel.org/working-paper/globalisation-and-automation-sources-labour-market-competition-and-support-european,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-D85EFFE081,2023-07-18,W3,Competition in generative artificial intelligence foundation models,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D85EFFE081.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-D85EFFE081.txt,https://www.bruegel.org/working-paper/competition-generative-artificial-intelligence-foundation-models,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-7CD27DA969,2023-07-19,W3,Adapting the European Union AI Act to deal with generative artificial intelligence,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-7CD27DA969.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-7CD27DA969.txt,https://www.bruegel.org/analysis/adapting-european-union-ai-act-deal-generative-artificial-intelligence,官方PDF已保存并校验
欧洲科技产业与经济安全政策,核心科技直接材料,C-BRUEGEL-954E1D074E,2023-10-09,W3,The emergence of non-personal data markets,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-954E1D074E.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-954E1D074E.txt,https://www.bruegel.org/report/emergence-non-personal-data-markets,官方网页全文已保存
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-C8D104B748,2023-10-26,W3,De-risking and decarbonising: a green tech partnership to reduce reliance on China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,https://www.bruegel.org/policy-brief/de-risking-and-decarbonising-green-tech-partnership-reduce-reliance-china,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-C8D104B748,2023-10-26,W3,De-risking and decarbonising: a green tech partnership to reduce reliance on China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,https://www.bruegel.org/policy-brief/de-risking-and-decarbonising-green-tech-partnership-reduce-reliance-china,官方网页全文已保存
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-C8D104B748,2023-10-26,W3,De-risking and decarbonising: a green tech partnership to reduce reliance on China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-C8D104B748.txt,https://www.bruegel.org/policy-brief/de-risking-and-decarbonising-green-tech-partnership-reduce-reliance-china,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-2136D04955,2023-12-11,W3,The competitive relationship between cloud computing and generative AI,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-2136D04955.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-2136D04955.txt,https://www.bruegel.org/working-paper/competitive-relationship-between-cloud-computing-and-generative-ai,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-8828A0B23F,2023-12-14,W3,"The value of skill complementarity, especially in artificial intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-8828A0B23F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-8828A0B23F.txt,https://www.bruegel.org/analysis/value-skill-complementarity-especially-artificial-intelligence,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-1B2A3A025B,2023-12-14,W3,Investments in the sustainability transition: leveraging green industrial policy against emerging constraints,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1B2A3A025B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1B2A3A025B.txt,https://www.bruegel.org/report/investments-sustainability-transition-leveraging-green-industrial-policy-against-emerging,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-31AAFBE248,2023-12-14,W3,Skills or a degree? The rise of skills-based hiring for AI and green jobs,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,https://www.bruegel.org/working-paper/skills-or-degree-rise-skills-based-hiring-ai-and-green-jobs,官方网页全文已保存
机器人、自动化与技术就业,核心科技直接材料,C-BRUEGEL-31AAFBE248,2023-12-14,W3,Skills or a degree? The rise of skills-based hiring for AI and green jobs,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-31AAFBE248.txt,https://www.bruegel.org/working-paper/skills-or-degree-rise-skills-based-hiring-ai-and-green-jobs,官方网页全文已保存
欧洲科技产业与经济安全政策,核心科技直接材料,C-BRUEGEL-1AE03F6DAA,2023-12-18,W3,Are new EU data market regulations coherent and efficient?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1AE03F6DAA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1AE03F6DAA.txt,https://www.bruegel.org/working-paper/are-new-eu-data-market-regulations-coherent-and-efficient,官方网页全文已保存
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-F5EC2DFDB1,2024-01-11,W3,Europe’s under-the-radar industrial policy: intervention in electricity pricing,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-F5EC2DFDB1.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-F5EC2DFDB1.txt,https://www.bruegel.org/policy-brief/europes-under-radar-industrial-policy-intervention-electricity-pricing,官方网页全文已保存
机器人、自动化与技术就业,科技产业与经济安全基线,C-BRUEGEL-87E8A3E48A,2024-01-16,W3,Making industrial policy work: a case study on the European Battery Alliance Academy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,https://www.bruegel.org/working-paper/making-industrial-policy-work-case-study-european-battery-alliance-academy,官方网页全文已保存
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-87E8A3E48A,2024-01-16,W3,Making industrial policy work: a case study on the European Battery Alliance Academy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,https://www.bruegel.org/working-paper/making-industrial-policy-work-case-study-european-battery-alliance-academy,官方网页全文已保存
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-87E8A3E48A,2024-01-16,W3,Making industrial policy work: a case study on the European Battery Alliance Academy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-87E8A3E48A.txt,https://www.bruegel.org/working-paper/making-industrial-policy-work-case-study-european-battery-alliance-academy,官方网页全文已保存
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-B698EF9036,2024-02-08,W3,Smarter European Union industrial policy for solar panels,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B698EF9036.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B698EF9036.txt,https://www.bruegel.org/policy-brief/smarter-european-union-industrial-policy-solar-panels,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-B698EF9036,2024-02-08,W3,Smarter European Union industrial policy for solar panels,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B698EF9036.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B698EF9036.txt,https://www.bruegel.org/policy-brief/smarter-european-union-industrial-policy-solar-panels,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-B698EF9036,2024-02-08,W3,Smarter European Union industrial policy for solar panels,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-B698EF9036.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-B698EF9036.txt,https://www.bruegel.org/policy-brief/smarter-european-union-industrial-policy-solar-panels,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-8EB64D3ABF,2024-02-29,W3,Knowledge spillovers and geopolitical challenges in global supply chains,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-8EB64D3ABF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-8EB64D3ABF.txt,https://www.bruegel.org/working-paper/knowledge-spillovers-and-geopolitical-challenges-global-supply-chains,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-BA75E65214,2024-03-04,W3,Global supply chains: lessons from a decade of disruption,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BA75E65214.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BA75E65214.txt,https://www.bruegel.org/working-paper/global-supply-chains-lessons-decade-disruption,官方网页全文已保存
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-48A1B2076A,2024-03-07,W3,The European Union AI Act: premature or precocious regulation?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-48A1B2076A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-48A1B2076A.txt,https://www.bruegel.org/analysis/european-union-ai-act-premature-or-precocious-regulation,官方PDF已保存并校验
芯片、关键技术与科研创新,核心科技直接材料,C-BRUEGEL-48A1B2076A,2024-03-07,W3,The European Union AI Act: premature or precocious regulation?,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-48A1B2076A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-48A1B2076A.txt,https://www.bruegel.org/analysis/european-union-ai-act-premature-or-precocious-regulation,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-5F1BED8F18,2024-03-07,W3,Exposure to generative artificial intelligence in the European labour market,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,https://www.bruegel.org/working-paper/exposure-generative-artificial-intelligence-european-labour-market,官方网页全文已保存
机器人、自动化与技术就业,核心科技直接材料,C-BRUEGEL-5F1BED8F18,2024-03-07,W3,Exposure to generative artificial intelligence in the European labour market,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-5F1BED8F18.txt,https://www.bruegel.org/working-paper/exposure-generative-artificial-intelligence-european-labour-market,官方网页全文已保存
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-592A005E95,2024-03-19,W3,"The European defence industrial strategy: important, but raising many questions",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-592A005E95.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-592A005E95.txt,https://www.bruegel.org/analysis/european-defence-industrial-strategy-important-raising-many-questions,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-F4E8D54025,2024-04-08,W3,Inclusive digital economy:  a round-up of project research,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F4E8D54025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F4E8D54025.txt,https://www.bruegel.org/analysis/inclusive-digital-economy-round-project-research,官方PDF已保存并校验
机器人、自动化与技术就业,核心科技直接材料,C-BRUEGEL-F4E8D54025,2024-04-08,W3,Inclusive digital economy:  a round-up of project research,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F4E8D54025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F4E8D54025.txt,https://www.bruegel.org/analysis/inclusive-digital-economy-round-project-research,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-75429E4471,2024-04-30,W3,Using the financial system to enforce export controls,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-75429E4471.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-75429E4471.txt,https://www.bruegel.org/working-paper/using-financial-system-enforce-export-controls,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-BD77BD3BD9,2024-05-02,W3,European Economic Security: Current practices and further development,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BD77BD3BD9.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-BD77BD3BD9.txt,https://www.bruegel.org/report/european-economic-security-current-practices-and-further-development,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-62C1AB965F,2024-05-06,W3,Paris report 2: Europe's economic security,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-62C1AB965F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-62C1AB965F.txt,https://www.bruegel.org/report/paris-report-2-europes-economic-security,官方网页全文已保存
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-F828C669C5,2024-05-07,W3,How to de-risk: European economic security in a world of interdependence,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F828C669C5.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F828C669C5.txt,https://www.bruegel.org/policy-brief/how-de-risk-european-economic-security-world-interdependence,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-1C9317B44B,2024-05-13,W3,Unpacking China’s industrial policy and its implications for Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,https://www.bruegel.org/working-paper/unpacking-chinas-industrial-policy-and-its-implications-europe,官方网页全文已保存
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-1C9317B44B,2024-05-13,W3,Unpacking China’s industrial policy and its implications for Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-1C9317B44B.txt,https://www.bruegel.org/working-paper/unpacking-chinas-industrial-policy-and-its-implications-europe,官方网页全文已保存
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-00820FFF6E,2024-05-16,W3,Rippling out: Biden’s tariffs on Chinese electric vehicles and their impact on Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-00820FFF6E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-00820FFF6E.txt,https://www.bruegel.org/analysis/rippling-out-bidens-tariffs-chinese-electric-vehicles-and-their-impact-europe,官方PDF已保存并校验
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-00820FFF6E,2024-05-16,W3,Rippling out: Biden’s tariffs on Chinese electric vehicles and their impact on Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-00820FFF6E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-00820FFF6E.txt,https://www.bruegel.org/analysis/rippling-out-bidens-tariffs-chinese-electric-vehicles-and-their-impact-europe,官方PDF已保存并校验
芯片、关键技术与科研创新,科技产业与经济安全基线,C-BRUEGEL-92E7EEAC96,2024-05-23,W3,"Research, innovation and data: a fifth freedom in the EU single market?",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-92E7EEAC96.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-92E7EEAC96.txt,https://www.bruegel.org/analysis/research-innovation-and-data-fifth-freedom-eu-single-market,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-24AD1BE604,2024-05-23,W3,Instruments of economic security,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-24AD1BE604.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-BRUEGEL-24AD1BE604.txt,https://www.bruegel.org/working-paper/instruments-economic-security,官方网页全文已保存
清洁技术、能源与绿色产业,科技产业与经济安全基线,C-BRUEGEL-D4606E1BD1,2024-07-17,W3,The European Union’s proposed duties on Chinese electric vehicles and their implications,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-D4606E1BD1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-D4606E1BD1.txt,https://www.bruegel.org/analysis/european-unions-proposed-duties-chinese-electric-vehicles-and-their-implications,官方PDF已保存并校验
中国科技能力与中欧竞争合作,科技产业与经济安全基线,C-BRUEGEL-D4606E1BD1,2024-07-17,W3,The European Union’s proposed duties on Chinese electric vehicles and their implications,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-D4606E1BD1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-D4606E1BD1.txt,https://www.bruegel.org/analysis/european-unions-proposed-duties-chinese-electric-vehicles-and-their-implications,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-4D278A244F,2024-07-18,W3,Why artificial intelligence is creating fundamental challenges for competition policy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4D278A244F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4D278A244F.txt,https://www.bruegel.org/policy-brief/why-artificial-intelligence-creating-fundamental-challenges-competition-policy,官方PDF已保存并校验
工业政策、产业能力与竞争力,科技产业与经济安全基线,C-BRUEGEL-4E19F539B4,2024-07-23,W3,Joint public procurement as a tool for European Union industrial policy,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-4E19F539B4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-4E19F539B4.txt,https://www.bruegel.org/policy-brief/joint-public-procurement-tool-european-union-industrial-policy,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-BRUEGEL-15958C8AE0,2024-09-12,W3,A European circular single market for economic security and competitiveness,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-15958C8AE0.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-15958C8AE0.txt,https://www.bruegel.org/policy-brief/european-circular-single-market-economic-security-and-competitiveness,官方PDF已保存并校验
人工智能、算力与数字技术,核心科技直接材料,C-BRUEGEL-F8F38F636E,2024-10-09,W3,The tension between exploding AI investment costs and slow productivity growth,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-BRUEGEL-F8F38F636E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-BRUEGEL-F8F38F636E.txt,https://www.bruegel.org/working-paper/tension-between-exploding-ai-investment-costs-and-slow-productivity-growth,官方PDF已保存并校验
