主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-SP-02,2019-07-01,W2,未来材料開拓イニシアチブ　～多様な安定相のエンジニアリング～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-02.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-SP-02,2019-07-01,W2,未来材料開拓イニシアチブ　～多様な安定相のエンジニアリング～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-02.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-SP-02,2019-07-01,W2,未来材料開拓イニシアチブ　～多様な安定相のエンジニアリング～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-02.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-SP-02,2019-07-01,W2,未来材料開拓イニシアチブ　～多様な安定相のエンジニアリング～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-02.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-RR-03,2019-08-01,W2,研究力強化のための大学・国研における研究システムの国際ベンチマーク　～米国、英国、ドイツおよび日本の生命科学・生物医学分野を例に海外で活躍する日本人研究者に聞く～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-03.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-RR-04,2019-11-01,W2,科学技術イノベーション政策における社会との関係深化に向けて　我が国におけるELSI/RRIの構築と定着（—The Beyond Disciplines Collection—）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-04.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-04.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
中国科技政策与能力比较,核心科技直接材料,C-CRDS-FY2019-SP-03,2020-01-01,W2,量子2.0　～量子科学技術が切り拓く新たな地平～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-SP-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-SP-03.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
中国科技政策与能力比较,核心科技直接材料,C-CRDS-FY2019-FR-02,2020-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2020年）,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-02.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-02.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
研究安全、科技外交与国际比较,核心科技直接材料,C-CRDS-FY2019-FR-03,2020-03-01,W2,日本の科学技術イノベーション政策の変遷2020　～科学技術基本法の制定から現在まで～,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-FR-03.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-FR-03.html,官方PDF已保存并校验
人工智能、机器人与计算系统,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
芯片、量子、通信与网络安全,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
先进材料、纳米与制造技术,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
生命科学、生物技术与医疗,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
能源、环境与绿色转型,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
科技创新政策、科研体系与人才,核心科技直接材料,C-CRDS-FY2019-RR-05,2020-03-01,W2,二酸化炭素資源化に関する調査報告,CRDS机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2019-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2019-RR-05.txt,https://www.jst.go.jp/crds/report/CRDS-FY2019-RR-05.html,官方PDF已保存并校验
