报告ID,WordPress_ID,发布日期,观察窗,材料类型,报告名称,资料角色,主题标签,筛选依据,官方摘要,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CSET-1792,1792,2020-04-01,W2,CSET原创研究报告,AI Chips: What They Are and Why They Matter,作者/项目正式研究,人工智能与算力；军民融合与国防科技,正式报告涉华科技关键词命中,"The success of modern AI techniques relies on computation on a scale unimaginable even a few years ago. What exactly are the AI chips powering the development and deployment of AI at scale and why are they essential? Saif M. Khan and Alexander Mann explain how these chips work, why they have proliferated, and why they matter.",https://cset.georgetown.edu/publication/ai-chips-what-they-are-and-why-they-matter/,https://cset.georgetown.edu/wp-content/uploads/AI-Chips%E2%80%94What-They-Are-and-Why-They-Matter-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1792.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1792.md,2110950,0f80b4fa16509e838b5a3e172b29d9fdb69a042815a9d326a3b8b9e46393842c,72,167125,官方PDF已保存并校验,,2026-08-22
C-CSET-1816,1816,2020-04-01,W2,CSET原创研究报告,Untangling the Web: Why the U.S. Needs Allies to Defend Against Chinese Technology Transfer,作者/项目正式研究,技术转移与出口管制；数字治理与网络安全,正式报告涉华科技关键词命中,"The United States and its allies must develop targeted and coordinated policies to respond to unwanted Chinese technology transfer—gathering more data, raising awareness of tech transfer, and coordinating investment screening procedures as part of a broader agenda of technology alliance cooperation.",https://cset.georgetown.edu/publication/untangling-the-web-why-the-u-s-needs-allies-to-defend-against-chinese-technology-transfer/,https://cset.georgetown.edu/wp-content/uploads/Imbrie-Fedasiuk%E2%80%94Untangling-the-Web.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1816.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1816.md,1367460,7b8fa0197dff9991b2a2cc356dcf763510a352f26dff1797d4ded3fed2db4a42,17,53645,官方PDF已保存并校验,,2026-08-22
C-CSET-1819,1819,2020-04-01,W2,CSET原创研究报告,Maintaining China’s Dependence on Democracies for Advanced Computer Chips,作者/项目正式研究,人工智能与算力,正式报告涉华科技关键词命中,"China seeks to develop an indigenous semiconductor industry. It is in the strategic interest of the United States and democratic friends for China to remain reliant on them for state-of-the-art computer chips, especially as Beijing invests heavily in advanced chips.",https://cset.georgetown.edu/publication/maintaining-chinas-dependence-on-democracies-for-advanced-computer-chips/,https://cset.georgetown.edu/wp-content/uploads/Khan-Flynn%E2%80%94Maintaining-Chinas-Dependence-on-Democracies.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1819.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1819.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1819.md,2904352,4d5194615f8980c127f229bc27b4f9f0081ce87c41f35869c076d8c7e1792397,16,43789,官方PDF已保存并校验,,2026-08-22
C-CSET-1822,1822,2020-04-01,W2,CSET原创研究报告,"China’s Approach to Tech Talent Competition: Policies, Results, and the Developing Global Response",作者/项目正式研究,科技人才与科研安全；国家创新体系与产业政策,正式报告涉华科技关键词命中,"China’s strategy to grow its science and technology talent includes: 1) improving domestic education; 2) attracting overseas Chinese talent; and 3) attracting foreign talent. While China’s commitment to domestic education reform has achieved remarkable results, significant challenges remain.",https://cset.georgetown.edu/publication/chinas-approach-to-tech-talent-competition-policies-results-and-the-developing-global-response/,https://cset.georgetown.edu/wp-content/uploads/Zwetsloot%E2%80%94Chinas-Approach-to-Tech-Talent.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1822.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1822.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1822.md,903590,e89c804cd9a2d7c500fbedbef6bb7e413f4f486fc2662cd8d5805dbf5195f21b,19,64921,官方PDF已保存并校验,,2026-08-22
C-CSET-1783,1783,2020-04-15,W2,中国科技政策英译,Profiles of Members of China’s New Generation Artificial Intelligence Strategic Advisory Committee,翻译材料，不代表机构观点,人工智能与算力,China主题下的科技政策英译,"See our translation of biographical profiles of each member of China’s New Generation AI Strategic Advisory Committee, as well as government and media reporting on the committee.",https://cset.georgetown.edu/publication/profiles-of-members-of-chinas-new-generation-artificial-intelligence-strategic-advisory-committee/,https://cset.georgetown.edu/wp-content/uploads/AI-Advisory-Committee_-EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1783.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1783.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1783.md,5732541,7ddf461534a25dccf86e585ad6de83c21190d0f8eb10278eeb3f18c9c8f8a95a,17,40874,官方PDF已保存并校验,,2026-08-22
C-CSET-1984,1984,2020-05-13,W2,中国科技政策英译,China Scholarship Council Subsidized Study Abroad Agreement,翻译材料，不代表机构观点,科技人才与科研安全,China主题下的科技政策英译,See our translation of an agreement between Chinese students who study abroad and the PRC Ministry of Education’s China Scholarship Council. It requires students on CSC scholarships to report regularly on the progress of their studies and mandates that those who study abroad return to China for at least two years.,https://cset.georgetown.edu/publication/china-scholarship-council-subsidized-study-abroad-agreement/,https://cset.georgetown.edu/wp-content/uploads/t0133_subsidized_study_abroad_agreement_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1984.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1984.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1984.md,325272,27718290e655d62d103961e68db41f1324e89486a91e2121761c87811097b455,10,28276,官方PDF已保存并校验,,2026-08-22
C-CSET-1986,1986,2020-05-13,W2,中国科技政策英译,Artificial Intelligence Standardization White Paper,翻译材料，不代表机构观点,人工智能与算力,China主题下的科技政策英译,"See our translation of a government-issued white paper describing China’s approach to standards setting for AI. Appendices list all of China’s existing AI standards as of January 2018, as well as those under study, and provide examples of AI applications by leading Chinese tech companies.",https://cset.georgetown.edu/publication/artificial-intelligence-standardization-white-paper/,https://cset.georgetown.edu/wp-content/uploads/t0120_AI_standardization_white_paper_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-1986.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-1986.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-1986.md,4724195,87ae40ac1c795bdf29588275fbb886601b54d12c7e92a28e3c39223a34e51573,100,306223,官方PDF已保存并校验,,2026-08-22
C-CSET-3077,3077,2020-06-29,W2,中国科技政策英译,Situation Report on CAS’ Work on the “Youth Thousand Talents Program”,翻译材料，不代表机构观点,科技人才与科研安全,China主题下的科技政策英译,"See CSET’s translation of a document detailing the number and affiliation of CAS-sponsored candidates for China’s “Youth Thousand Talents Program” as of 2011. Under the program, prospective employers such as CAS are responsible for identifying overseas talent they wish to recruit, and must submit applications on behalf of their candidates.",https://cset.georgetown.edu/publication/situation-report-on-cas-work-on-the-youth-thousand-talents-program/,https://cset.georgetown.edu/wp-content/uploads/t0150_CAS_youth_talents_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3077.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3077.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3077.md,258624,79034eb7dda518404e1c5dd1951429a71f4572fffbf940249109efa60cf8f0e4,9,18057,官方PDF已保存并校验,,2026-08-22
C-CSET-2816,2816,2020-06-30,W2,中国科技政策英译,2019 Chinese Academy of Sciences Talent Program Application Guide,翻译材料，不代表机构观点,科技人才与科研安全；军民融合与国防科技；国家创新体系与产业政策,China主题下的科技政策英译,"See our translation of a complete list and description of all Chinese Academy of Science talent recruitment programs. CAS has talent programs primarily targeting young scientists in strategic and emerging disciplines, including defense-related “military-civil fusion” technologies; some are aimed at domestic S&T talent, while others recruit foreign scientists.",https://cset.georgetown.edu/publication/2019-chinese-academy-of-sciences-talent-program-application-guide/,https://cset.georgetown.edu/wp-content/uploads/t0151_CAS_talent_program_guide_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2816.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2816.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2816.md,495935,721145fa80ebda3c56f22ed3b64119171dd1be058e494efcbe4d3a8c05afa9cb,28,53606,官方PDF已保存并校验,,2026-08-22
C-CSET-3076,3076,2020-07-01,W2,中国科技政策英译,The Chinese Academy of Sciences Hefei Institutes of Physical Science: Recruiting Outstanding Domestic and Foreign Talent,翻译材料，不代表机构观点,科技人才与科研安全；国家创新体系与产业政策,China主题下的科技政策英译,This 2017 document lists technical positions that the Hefei Institutes of Physical Sciences hoped to fill through talent programs. It is an unusually detailed example of a Chinese research institution’s efforts to recruit foreign scientists.,https://cset.georgetown.edu/publication/the-chinese-academy-of-sciences-hefei-institutes-of-physical-science-recruiting-outstanding-domestic-and-foreign-talent/,https://cset.georgetown.edu/wp-content/uploads/t0153_CAS_physical_science_talent_program_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3076.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3076.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3076.md,700486,41d45db048300cf3a4d492ed97bdd311b13615c1bf17343ff1037cf645d803b7,11,28022,官方PDF已保存并校验,,2026-08-22
C-CSET-2711,2711,2020-07-15,W2,CSET原创研究报告,The China Scholarship Council: An Overview,作者/项目正式研究,科技人才与科研安全,正式报告涉华科技关键词命中,The Chinese government seeks to exert influence through its scholarship and exchange programs. This issue brief assembles a picture of the China Scholarship Council—the primary vehicle by which the state provides scholarships—through Chinese-language sources.,https://cset.georgetown.edu/publication/the-china-scholarship-council-an-overview/,https://cset.georgetown.edu/wp-content/uploads/CSET-China-Scholarship-Council.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2711.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2711.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2711.md,457200,37bba7d230d969cdb6872d338a4f446a483e7d08dd7518f066e639ddf35f01f2,16,32678,官方PDF已保存并校验,,2026-08-22
C-CSET-2791,2791,2020-07-21,W2,CSET原创研究报告,Overseas Professionals and Technology Transfer to China,作者/项目正式研究,技术转移与出口管制,正式报告涉华科技关键词命中,China’s government encourages members of the Chinese diaspora to engage in technology transfer through Chinese professional associations. This issue brief analyzes 208 such associations to assess the scope of technical exchange between overseas professionals and entities within China.,https://cset.georgetown.edu/publication/overseas-professionals-and-technology-transfer-to-china/,https://cset.georgetown.edu/wp-content/uploads/CSET-Overseas-Professionals-and-Technology-Transfer-to-China.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2791.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2791.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2791.md,693195,62c1a80206bf7090b021629ce54e77a850b5f4ac6eb6ea9bc668c0c72aaa2c64,34,66580,官方PDF已保存并校验,,2026-08-22
C-CSET-2814,2814,2020-07-22,W2,中国科技政策英译,Detailed Rules for the Implementation of the 2016 “State Scholarship for Outstanding Self-Financed Study Abroad Students”,翻译材料，不代表机构观点,科技人才与科研安全,China主题下的科技政策英译,"See our translation outlining a Chinese scholarship program for “self-financed” students who are studying abroad. The scholarship provides as much as $16,000 for a year of overseas study for PhD candidates under the age of 40. The scholarship also includes provisions to keep track of recipients and to aid them in returning to China.",https://cset.georgetown.edu/publication/detailed-rules-for-the-implementation-of-the-2016-state-scholarship-for-outstanding-self-financed-study-abroad-students/,https://cset.georgetown.edu/wp-content/uploads/t0162_self_financed_scholarship_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2814.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2814.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2814.md,183863,cd5d9f1ad2597581b8b6313319023ce1836ca187093d88a044f10f7ce2ba1df1,3,5279,官方PDF已保存并校验,,2026-08-22
C-CSET-2815,2815,2020-07-22,W2,中国科技政策英译,Detailed Rules for the “Thousand Talents Program” High-Level Foreign Expert Project,翻译材料，不代表机构观点,科技人才与科研安全,China主题下的科技政策英译,"See our translation of a short Chinese official notice from 2011 provides details on China’s “Thousand Talents Program,” specifically the program’s procedures for recruiting and retaining non-Chinese foreign experts who can contribute to China’s S&T base.",https://cset.georgetown.edu/publication/detailed-rules-for-the-thousand-talents-program-high-level-foreign-expert-project/,https://cset.georgetown.edu/wp-content/uploads/t0158_1000_talents_plan_rules_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2815.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2815.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2815.md,219389,4f416452fd0060483037cd459ab21f99e40de9128215a715f88d654bd3c28ac5,3,6861,官方PDF已保存并校验,,2026-08-22
C-CSET-2792,2792,2020-07-23,W2,CSET原创研究报告,Messier than Oil: Assessing Data Advantage in Military AI,作者/项目正式研究,人工智能与算力；军民融合与国防科技；数字治理与网络安全,正式报告涉华科技关键词命中,Both China and the United States seek to develop military applications enabled by artificial intelligence. This issue brief reviews the obstacles to assessing data competitiveness and provides metrics for measuring data advantage.,https://cset.georgetown.edu/publication/messier-than-oil-assessing-data-advantage-in-military-ai/,https://cset.georgetown.edu/wp-content/uploads/Messier-than-Oil-Brief-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-2792.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-2792.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-2792.md,439065,6e68f9f4bd4a24f86f899fe01ce949f6484af505ab22f708561926d732f8d585,20,46366,官方PDF已保存并校验,,2026-08-22
C-CSET-3081,3081,2020-08-05,W2,中国科技政策英译,"Characteristics of, and Lessons from, the U.S. Legal System for Military-Civil Fusion",翻译材料，不代表机构观点,科技人才与科研安全；军民融合与国防科技；国家创新体系与产业政策,China主题下的科技政策英译,See our translation of a 2018 article by a Chinese state think tank praising the U.S. integration of the military and civilian industrial bases as a model for China. The article argues that China can learn much about “military-civil fusion” from U.S. legislation on this issue.,https://cset.georgetown.edu/publication/characteristics-of-and-lessons-from-the-us-legal-system-for-military-civil-fusion/,https://cset.georgetown.edu/wp-content/uploads/t0173_US_mil_civ_fusion_law_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3081.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3081.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3081.md,229305,5c75f3495cb86a36635df95720f7210a059a9d74155be0da5630e01274ab6217,8,24611,官方PDF已保存并校验,,2026-08-22
C-CSET-3086,3086,2020-08-05,W2,中国科技政策英译,Export Control Law of the People’s Republic of China (Draft) (Second Version),翻译材料，不代表机构观点,技术转移与出口管制；军民融合与国防科技,China主题下的科技政策英译,"See our translation of a draft export control bill that was being considered by China’s parliament, the National People’s Congress, as of July 2020. The bill limits exports of dual-use items, military equipment, nuclear materials and other goods of counterproliferation concern. It also sets penalties for Chinese exporters who violate the provisions of the bill.",https://cset.georgetown.edu/publication/export-control-law-of-the-peoples-republic-of-china-draft-second-version/,https://cset.georgetown.edu/wp-content/uploads/t0179_export_control_bill_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3086.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3086.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3086.md,231211,77db61b6ee4287336bf83b18650bb31dc238d189963112b77903fef8312451bc,10,27962,官方PDF已保存并校验,,2026-08-22
C-CSET-3094,3094,2020-08-05,W2,CSET原创研究报告,Chinese Perspectives on AI and Future Military Capabilities,作者/项目正式研究,人工智能与算力；军民融合与国防科技,正式报告涉华科技关键词命中,"The world is watching how the Chinese military develops and deploys artificial intelligence—but how exactly will it apply AI? This policy brief analyzes Chinese experts’ arguments about AI and prospective warfighting capabilities, identifying prevailing concerns about strategic stability and unintended escalation.",https://cset.georgetown.edu/publication/chinese-perspectives-on-ai-and-future-military-capabilities/,https://cset.georgetown.edu/wp-content/uploads/CSET-Chinese-Perspectives.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3094.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3094.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3094.md,580026,919d53ff349a6e14422cba5be596f1df201ea95be6028c0df460f7265446a515,41,90642,官方PDF已保存并校验,,2026-08-22
C-CSET-3209,3209,2020-08-18,W2,CSET原创研究报告,The Youth Thousand Talents Plan and China’s Military,作者/项目正式研究,科技人才与科研安全；军民融合与国防科技；国家创新体系与产业政策,正式报告涉华科技关键词命中,"CSET research sheds light on the backgrounds and career paths of nearly 3,600 awardees in China’s Youth Thousand Talents Plan. While concerns over China’s recruitment of science and technology experts for military-supporting roles are legitimate, this brief finds that the vast majority of YTTP awardees receive civilian-oriented job offers.",https://cset.georgetown.edu/publication/the-youth-thousand-talents-plan-and-chinas-military/,https://cset.georgetown.edu/wp-content/uploads/CSET-Youth-Thousand-Talents-Plan-and-Chinas-Military-1.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3209.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3209.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3209.md,807757,f9c7efb5e39a9a315cdb0fbd415d3d89446e729a4d193fe6898638bb80599de8,14,22871,官方PDF已保存并校验,,2026-08-22
C-CSET-3419,3419,2020-08-18,W2,中国科技政策英译,2017 Budget of the Former State Administration of Foreign Experts Affairs,翻译材料，不代表机构观点,国家创新体系与产业政策,China主题下的科技政策英译,See our original translation of the final 2017 budget for the PRC State Administration of Foreign Experts Affairs (SAFEA).,https://cset.georgetown.edu/publication/2017-budget-of-the-former-state-administration-of-foreign-experts-affairs/,https://cset.georgetown.edu/wp-content/uploads/t0177_SAFEA_budget_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3419.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3419.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3419.md,1018641,1fd1f220ee9b2604bd5bec9b83b10b70d2b38b70ee7b18d8980d0d2da1c0b15c,33,77450,官方PDF已保存并校验,,2026-08-22
C-CSET-3402,3402,2020-09-02,W2,中国科技政策英译,Revisions to the Content of the Catalog of Prohibited or Restricted Technology Exports,翻译材料，不代表机构观点,综合科技竞争,China主题下的科技政策英译,See our original translation of the PRC Ministry of Commerce technology export restrictions that would likely complicate the proposed sale of short video app TikTok to a U.S. buyer.,https://cset.georgetown.edu/publication/revisions-to-the-content-of-the-catalog-of-prohibited-or-restricted-technology-exports/,https://cset.georgetown.edu/wp-content/uploads/t0200_TikTok_export_restriction_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3402.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3402.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3402.md,141067,de317879ffac2377ccae0e7dbd40dfbb2b3741cae7b7e0800bc227c0375a9364,2,4962,官方PDF已保存并校验,,2026-08-22
C-CSET-3404,3404,2020-09-02,W2,中国科技政策英译,National Natural Science Foundation of China 2019 Annual Budget,翻译材料，不代表机构观点,国家创新体系与产业政策,China主题下的科技政策英译,See our original translation of the 2019 budget for the National Natural Science Foundation of China (NSFC).,https://cset.georgetown.edu/publication/national-natural-science-foundation-of-china-2019-annual-budget/,https://cset.georgetown.edu/wp-content/uploads/t0190_NSFC_budget_2019_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3404.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3404.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3404.md,523833,c6fdf5aaaf0ca18792211206af420ce3b526dd44d06a7d41138d7ff558706385,22,47870,官方PDF已保存并校验,,2026-08-22
C-CSET-3407,3407,2020-09-02,W2,中国科技政策英译,Chinese Academy of Engineering 2019 Budget,翻译材料，不代表机构观点,国家创新体系与产业政策,China主题下的科技政策英译,"See our original translation of the 2019 budget for the Chinese Academy of Engineering, a PRC government body responsible for scientific research and for providing strategic scientific and technological input to PRC decision-makers.",https://cset.georgetown.edu/publication/chinese-academy-of-engineering-2019-budget/,https://cset.georgetown.edu/wp-content/uploads/t0189_CAE_budget_2019_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3407.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3407.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3407.md,517271,f64ba5aa4dc2b074b8f9ae8c4096d35045ff3ccf936aa51c403f69ef64da36bb,23,58412,官方PDF已保存并校验,,2026-08-22
C-CSET-3411,3411,2020-09-02,W2,中国科技政策英译,China Association for Science and Technology 2019 Budget,翻译材料，不代表机构观点,国家创新体系与产业政策,China主题下的科技政策英译,See our original translation of the 2019 budget of the China Association for Science and Technology (CAST).,https://cset.georgetown.edu/publication/china-association-for-science-and-technology-2019-budget/,https://cset.georgetown.edu/wp-content/uploads/t0191_CAST_budget_2019_EN.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3411.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3411.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CSET-3411.md,662441,d5e0a0835a2828551515f24cca6612de89956a68151b503f416e6013008daefc,28,70769,官方PDF已保存并校验,,2026-08-22
