主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-FEE5C5B124,2021-06-30,W2,Mapping China’s semiconductor ecosystem in global context: Strategic dimensions and conclusions,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-FEE5C5B124.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-FEE5C5B124.txt,https://merics.org/en/report/mapping-chinas-semiconductor-ecosystem-global-context-strategic-dimensions-and-conclusions,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-F2BD67D38E,2021-09-01,W2,In the driver's seat: China's electric vehicle makers target Europe,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-F2BD67D38E.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-F2BD67D38E.txt,https://merics.org/en/report/drivers-seat-chinas-electric-vehicle-makers-target-europe,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-B7A2EF119B,2021-12-08,W2,China's rise in semiconductors and Europe: Recommendations for policy makers,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-B7A2EF119B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-B7A2EF119B.txt,https://merics.org/en/report/chinas-rise-semiconductors-and-europe-recommendations-policy-makers,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-B7A2EF119B,2021-12-08,W2,China's rise in semiconductors and Europe: Recommendations for policy makers,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-B7A2EF119B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-B7A2EF119B.txt,https://merics.org/en/report/chinas-rise-semiconductors-and-europe-recommendations-policy-makers,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-B7A2EF119B,2021-12-08,W2,China's rise in semiconductors and Europe: Recommendations for policy makers,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-B7A2EF119B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-B7A2EF119B.txt,https://merics.org/en/report/chinas-rise-semiconductors-and-europe-recommendations-policy-makers,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-B7A2EF119B,2021-12-08,W2,China's rise in semiconductors and Europe: Recommendations for policy makers,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-B7A2EF119B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-B7A2EF119B.txt,https://merics.org/en/report/chinas-rise-semiconductors-and-europe-recommendations-policy-makers,官方PDF已保存并校验
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-B7A2EF119B,2021-12-08,W2,China's rise in semiconductors and Europe: Recommendations for policy makers,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-B7A2EF119B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-B7A2EF119B.txt,https://merics.org/en/report/chinas-rise-semiconductors-and-europe-recommendations-policy-makers,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-4C1E37B922,2022-03-17,W3,E-government and Covid-19: Digital China goes global,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-4C1E37B922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-4C1E37B922.txt,https://merics.org/en/report/e-government-and-covid-19-digital-china-goes-global,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-4C1E37B922,2022-03-17,W3,E-government and Covid-19: Digital China goes global,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-4C1E37B922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-4C1E37B922.txt,https://merics.org/en/report/e-government-and-covid-19-digital-china-goes-global,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-4C1E37B922,2022-03-17,W3,E-government and Covid-19: Digital China goes global,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-4C1E37B922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-4C1E37B922.txt,https://merics.org/en/report/e-government-and-covid-19-digital-china-goes-global,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-4C1E37B922,2022-03-17,W3,E-government and Covid-19: Digital China goes global,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-4C1E37B922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-4C1E37B922.txt,https://merics.org/en/report/e-government-and-covid-19-digital-china-goes-global,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-4C1E37B922,2022-03-17,W3,E-government and Covid-19: Digital China goes global,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-4C1E37B922.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-4C1E37B922.txt,https://merics.org/en/report/e-government-and-covid-19-digital-china-goes-global,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-69315FFB02,2022-06-08,W3,"China’s innovation ecosystem: Right for many, but not for all",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-69315FFB02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-69315FFB02.txt,https://merics.org/en/report/chinas-innovation-ecosystem-right-many-not-all,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-69315FFB02,2022-06-08,W3,"China’s innovation ecosystem: Right for many, but not for all",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-69315FFB02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-69315FFB02.txt,https://merics.org/en/report/chinas-innovation-ecosystem-right-many-not-all,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-69315FFB02,2022-06-08,W3,"China’s innovation ecosystem: Right for many, but not for all",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-69315FFB02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-69315FFB02.txt,https://merics.org/en/report/chinas-innovation-ecosystem-right-many-not-all,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-A625417EFE,2022-06-28,W3,"China’s nascent green hydrogen sector: How policy, research and business are forging a new industry",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-A625417EFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-A625417EFE.txt,https://merics.org/en/report/chinas-nascent-green-hydrogen-sector-how-policy-research-and-business-are-forging-new,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-A625417EFE,2022-06-28,W3,"China’s nascent green hydrogen sector: How policy, research and business are forging a new industry",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-A625417EFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-A625417EFE.txt,https://merics.org/en/report/chinas-nascent-green-hydrogen-sector-how-policy-research-and-business-are-forging-new,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-A625417EFE,2022-06-28,W3,"China’s nascent green hydrogen sector: How policy, research and business are forging a new industry",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-A625417EFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-A625417EFE.txt,https://merics.org/en/report/chinas-nascent-green-hydrogen-sector-how-policy-research-and-business-are-forging-new,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-A625417EFE,2022-06-28,W3,"China’s nascent green hydrogen sector: How policy, research and business are forging a new industry",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-A625417EFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-A625417EFE.txt,https://merics.org/en/report/chinas-nascent-green-hydrogen-sector-how-policy-research-and-business-are-forging-new,官方PDF已保存并校验
供应链、技术管制与经济安全,核心科技直接材料,C-MERICS-A625417EFE,2022-06-28,W3,"China’s nascent green hydrogen sector: How policy, research and business are forging a new industry",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-A625417EFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-A625417EFE.txt,https://merics.org/en/report/chinas-nascent-green-hydrogen-sector-how-policy-research-and-business-are-forging-new,官方PDF已保存并校验
人工智能、芯片与算力,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
网络安全、数据与数字治理,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
生物、量子、航天与绿色技术,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
创新体系、科研与技术人才,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-0DF61D12DE,2022-08-25,W3,Fasten your seatbelts: How to manage China’s economic coercion,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-0DF61D12DE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-0DF61D12DE.txt,https://merics.org/en/report/fasten-your-seatbelts-how-manage-chinas-economic-coercion,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-488685D87B,2023-02-02,W3,Controlling the innovation chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-488685D87B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-488685D87B.txt,https://merics.org/en/report/controlling-innovation-chain,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-488685D87B,2023-02-02,W3,Controlling the innovation chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-488685D87B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-488685D87B.txt,https://merics.org/en/report/controlling-innovation-chain,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-488685D87B,2023-02-02,W3,Controlling the innovation chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-488685D87B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-488685D87B.txt,https://merics.org/en/report/controlling-innovation-chain,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-488685D87B,2023-02-02,W3,Controlling the innovation chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-488685D87B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-488685D87B.txt,https://merics.org/en/report/controlling-innovation-chain,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-488685D87B,2023-02-02,W3,Controlling the innovation chain,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-488685D87B.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-488685D87B.txt,https://merics.org/en/report/controlling-innovation-chain,官方PDF已保存并校验
人工智能、芯片与算力,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
网络安全、数据与数字治理,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
先进制造、机器人与交通技术,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
生物、量子、航天与绿色技术,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
创新体系、科研与技术人才,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
供应链、技术管制与经济安全,科技产业与经济安全基线,C-MERICS-1A2FCB52EC,2023-02-22,W3,From opportunity to risk: The changing economic security policies vis-à-vis China,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-1A2FCB52EC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-1A2FCB52EC.txt,https://merics.org/en/report/opportunity-risk-changing-economic-security-policies-vis-vis-china,官方PDF已保存并校验
创新体系、科研与技术人才,核心科技直接材料,C-MERICS-11254A07DD,2023-04-21,W3,China's innovation system and the localization dilemma,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-11254A07DD.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-11254A07DD.txt,https://merics.org/en/report/chinas-innovation-system-and-localization-dilemma,官方PDF已保存并校验
人工智能、芯片与算力,核心科技直接材料,C-MERICS-9926655DB2,2023-05-09,W3,EV battery investments cushion drop to decade low: Chinese FDI in Europe 2022 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-9926655DB2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-9926655DB2.txt,https://merics.org/en/report/ev-battery-investments-cushion-drop-decade-low-chinese-fdi-europe-2022-update,官方PDF已保存并校验
网络安全、数据与数字治理,核心科技直接材料,C-MERICS-9926655DB2,2023-05-09,W3,EV battery investments cushion drop to decade low: Chinese FDI in Europe 2022 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-9926655DB2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-9926655DB2.txt,https://merics.org/en/report/ev-battery-investments-cushion-drop-decade-low-chinese-fdi-europe-2022-update,官方PDF已保存并校验
先进制造、机器人与交通技术,核心科技直接材料,C-MERICS-9926655DB2,2023-05-09,W3,EV battery investments cushion drop to decade low: Chinese FDI in Europe 2022 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-9926655DB2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-9926655DB2.txt,https://merics.org/en/report/ev-battery-investments-cushion-drop-decade-low-chinese-fdi-europe-2022-update,官方PDF已保存并校验
生物、量子、航天与绿色技术,核心科技直接材料,C-MERICS-9926655DB2,2023-05-09,W3,EV battery investments cushion drop to decade low: Chinese FDI in Europe 2022 Update,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-MERICS-9926655DB2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-MERICS-9926655DB2.txt,https://merics.org/en/report/ev-battery-investments-cushion-drop-decade-low-chinese-fdi-europe-2022-update,官方PDF已保存并校验
